round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.2707037925720215,3.321368932723999,3.269200563430786,3.2704899311065674,3.269200563430786,3.5225613117218018,3.40049409866333,3.269625425338745,3.5929136276245117,3.2711174488067627
2,3.6048765182495117,3.309471845626831,3.309471845626831,3.5619757175445557,3.536864757537842,3.780406951904297,3.5147228240966797,3.3452980518341064,3.736607313156128,3.4200851917266846
3,3.890103578567505,3.9398787021636963,3.464841604232788,3.8095340728759766,3.749783515930176,3.7814266681671143,3.7421958446502686,3.601649522781372,4.044638156890869,3.464841604232788
4,3.7251107692718506,4.186750888824463,3.8150815963745117,4.040549278259277,3.982131004333496,4.1608076095581055,3.9777579307556152,3.8450632095336914,4.242716312408447,3.7251107692718506
5,4.344339370727539,3.964928388595581,4.068718910217285,4.233336925506592,4.2494330406188965,4.343742847442627,4.2023515701293945,3.964928388595581,4.463202476501465,4.108186721801758
6,4.491427421569824,4.583144187927246,4.260133743286133,4.49859619140625,4.442536354064941,5.257379531860352,4.187323093414307,4.322194576263428,4.662696838378906,4.187323093414307
7,4.713153839111328,4.827188014984131,4.545258522033691,4.433846473693848,4.692066192626953,4.776112079620361,4.433846473693848,4.579140663146973,4.877744197845459,4.552141189575195
8,4.869347095489502,5.063477039337158,4.7197585105896,4.6266398429870605,4.88938570022583,4.997485637664795,4.84876823425293,4.6266398429870605,5.025009632110596,4.721782207489014
9,5.059933185577393,5.221294403076172,4.9093427658081055,5.061150550842285,5.089939594268799,5.125974655151367,4.831991195678711,4.831991195678711,5.2350850105285645,4.92742919921875
10,5.241715908050537,5.036594867706299,5.036594867706299,5.236854553222656,5.2511796951293945,5.503276824951172,5.223961353302002,5.14219331741333,5.40957498550415,5.127437591552734
