node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,GDPR,4,128,tier1_hospital,0.981,standard,20000
1,clinic_001,1000,tier_2,16,HIPAA,2,64,tier2_hospital,0.938,high,10000
2,research_center_002,5000,tier_3,128,local,8,1024,research_center,0.989,critical,20000
3,mobile_unit_003,1000,tier_1,8,PIPEDA,2,16,mobile_unit,0.893,standard,5000
4,edge_device_004,50,tier_2,2,PIPEDA,0,32,edge_device,0.825,standard,1000
5,hospital_005,2000,tier_1,128,local,4,256,tier1_hospital,0.99,critical,50000
6,clinic_006,5000,tier_2,16,PIPEDA,8,256,tier2_hospital,0.923,critical,20000
7,research_center_007,5000,tier_3,128,local,32,512,research_center,0.991,high,50000
8,mobile_unit_008,100,tier_1,16,HIPAA,1,16,mobile_unit,0.825,high,5000
9,edge_device_009,100,tier_2,2,local,0,32,edge_device,0.801,critical,500
