node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,4,256,tier1_hospital,0.992,standard,20000
1,clinic_001,2000,tier_2,16,GDPR,4,128,tier2_hospital,0.919,high,20000
2,research_center_002,10000,tier_3,256,local,8,512,research_center,0.986,high,20000
3,mobile_unit_003,100,tier_1,4,PIPEDA,2,64,mobile_unit,0.842,standard,2000
4,edge_device_004,500,tier_2,4,HIPAA,1,16,edge_device,0.818,high,2000
5,hospital_005,10000,tier_1,32,PIPEDA,16,256,tier1_hospital,0.957,standard,20000
6,clinic_006,2000,tier_2,32,HIPAA,4,128,tier2_hospital,0.979,high,10000
7,research_center_007,5000,tier_3,128,HIPAA,16,512,research_center,0.993,critical,50000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,2,16,mobile_unit,0.836,critical,1000
9,edge_device_009,100,tier_2,2,PIPEDA,0,16,edge_device,0.865,standard,2000
