node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,16,512,tier1_hospital,0.99,standard,50000
1,clinic_001,2000,tier_2,16,local,4,128,tier2_hospital,0.936,high,5000
2,research_center_002,10000,tier_3,256,HIPAA,32,512,research_center,0.994,critical,50000
3,mobile_unit_003,100,tier_1,4,PIPEDA,1,32,mobile_unit,0.779,high,2000
4,edge_device_004,500,tier_2,4,local,1,32,edge_device,0.782,high,1000
5,hospital_005,10000,tier_1,128,HIPAA,8,128,tier1_hospital,0.957,critical,20000
6,clinic_006,1000,tier_2,32,local,4,256,tier2_hospital,0.91,critical,10000
7,research_center_007,20000,tier_3,256,local,16,256,research_center,0.981,standard,100000
8,mobile_unit_008,100,tier_1,16,HIPAA,2,32,mobile_unit,0.81,critical,5000
9,edge_device_009,50,tier_2,4,HIPAA,1,8,edge_device,0.852,standard,1000
10,hospital_010,10000,tier_1,64,local,8,512,tier1_hospital,0.991,critical,20000
11,clinic_011,1000,tier_2,16,local,8,128,tier2_hospital,0.938,standard,5000
12,research_center_012,20000,tier_3,256,local,16,1024,research_center,0.983,standard,100000
13,mobile_unit_013,500,tier_1,16,PIPEDA,1,16,mobile_unit,0.769,high,5000
14,edge_device_014,50,tier_2,4,PIPEDA,1,32,edge_device,0.724,high,500
