node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,PIPEDA,4,512,tier1_hospital,0.999,standard,10000
1,clinic_001,5000,tier_2,64,HIPAA,2,64,tier2_hospital,0.94,high,20000
2,research_center_002,5000,tier_3,64,PIPEDA,16,256,research_center,0.996,high,50000
3,mobile_unit_003,100,tier_1,8,HIPAA,2,16,mobile_unit,0.763,high,1000
4,edge_device_004,100,tier_2,4,local,1,8,edge_device,0.805,standard,500
5,hospital_005,10000,tier_1,64,local,4,256,tier1_hospital,0.963,high,50000
6,clinic_006,5000,tier_2,64,HIPAA,4,256,tier2_hospital,0.978,high,10000
7,research_center_007,20000,tier_3,64,PIPEDA,16,256,research_center,0.986,high,20000
8,mobile_unit_008,100,tier_1,4,PIPEDA,1,16,mobile_unit,0.837,critical,2000
9,edge_device_009,100,tier_2,2,HIPAA,1,32,edge_device,0.842,standard,500
10,hospital_010,2000,tier_1,128,GDPR,8,256,tier1_hospital,0.975,critical,50000
11,clinic_011,5000,tier_2,16,PIPEDA,8,64,tier2_hospital,0.929,high,20000
12,research_center_012,10000,tier_3,128,local,32,256,research_center,0.983,critical,50000
13,mobile_unit_013,100,tier_1,8,HIPAA,2,64,mobile_unit,0.778,standard,2000
14,edge_device_014,100,tier_2,8,HIPAA,0,16,edge_device,0.835,critical,2000
15,hospital_015,5000,tier_1,128,HIPAA,16,512,tier1_hospital,0.963,standard,10000
16,clinic_016,2000,tier_2,16,local,2,256,tier2_hospital,0.957,standard,20000
17,research_center_017,20000,tier_3,128,local,16,1024,research_center,0.992,standard,20000
18,mobile_unit_018,100,tier_1,4,GDPR,1,32,mobile_unit,0.778,standard,2000
19,edge_device_019,50,tier_2,4,PIPEDA,0,16,edge_device,0.861,critical,500
