accuracy,active_nodes,actual_client_rate,actual_data_rate,aggregator_node,avg_bandwidth_mbps,batches_processed,client_sampling_rate,communication_savings_percent,computation_type,current_epoch,data_sampling_rates,epochs_completed,event_type,loss,metrics,network_density,node_id,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_sampled_clients,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,resource_efficiency_score,round_completion_time,round_num,sampled_clients,sampled_clients_count,sampled_data_points,samples_processed,source_nodes,step_name,strategy_name,target_nodes,throughput_samples_per_sec,time_per_client,time_taken,timestamp,topology_type,total_clients,total_clients_involved,total_communication_bytes,total_computation_time,total_cpu_cores,total_data_points,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,,,2430.0,,,,,,,,NetworkStructureEvent,,,0.4,,"{'tier1_hospital': 1, 'tier2_hospital': 1, 'research_center': 1, 'mobile_unit': 1, 'edge_device': 1}",,5,,,,,,5,,,,,,0,,,,,,network_structure,,,,,,1753370692.2096314,star,,,,,166,,4,,18,744,
,,,,,,,,,,,,,InitialStateEvent,,,,,,,5,,,,,,,,,,,,0,,,,,,initial_state,,,,,,1753370692.2098196,star,,,,,,,,,,,
0.0999,,,,,,,,,,,,,EvaluationEvent,2.3574199180603026,"{'loss': 2.3574199180603026, 'accuracy': 0.0999}",,,,,,,,,,,,,,,,,0,,,,,,evaluation,,,,,,1753370696.4065073,,,,,,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,1,,,,,,local_training,,,,,,1753370696.4067125,,,,,,,,,3,,,
,,0.4,,,,,0.4,,,,"{0: 1.0, 3: 1.0}",,SamplingEvent,,,,,,,,,2,,,,,,,,,,1,"[0, 3]",,,,,resource_sampling,,,,,,1753370696.4068835,,5,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,1,,,,0,,resource_computation_time,,,,,30.472707748413086,1753370726.8794951,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,4,1,,,,"{0: {'norm': 3.392854690551758, 'mean': -0.0026413691230118275, 'std': 0.11539702862501144}, 1: {'norm': 3.3265719413757324, 'mean': -0.002628322457894683, 'std': 0.1131417527794838}, 2: {'norm': 3.3265719413757324, 'mean': -0.002628322457894683, 'std': 0.1131417527794838}, 3: {'norm': 3.3814008235931396, 'mean': -0.003292198060080409, 'std': 0.1149904727935791}, 4: {'norm': 3.3265719413757324, 'mean': -0.002628322457894683, 'std': 0.1131417527794838}}",,,,1,,,,,"1,2,3,4",parameter_transfer,,0,,,,1753370726.9665673,,,,,,,,,,,,
,,,,0,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"0,1,2,3,4",,,1,,,,,,aggregation,FedAvg,,,,,1753370726.9666903,,,,,,,,,,,,
,,,,,,,,,,,,,AggregationCostEvent,,,,,,,,,,,,,,,,,,,1,,,,,,resource_aggregation_cost,,,,,,1753370727.0547428,,,,,,,,,,,,
,,,,,,,,,,,,,ModelUpdateEvent,,,,,,,,,,,,5,,8.047125984269861,,,,,1,,,,,,model_update,,,,,,1753370727.0882232,,,,,,,,,,,,"0,1,2,3,4"
0.1204,,,,,,,,,,,,,EvaluationEvent,2.602610380935669,"{'loss': 2.602610380935669, 'accuracy': 0.1204}",,,,,,,,,,,,,,,,,1,,,,,,evaluation,,,,,,1753370728.0404997,,,,,,,,,,,,
,,,,,,,,60.0,,,,,ResourceSummaryEvent,,,,,,,,,,,,,,,,,0.003806044644104888,31.633890628814697,1,,2,,,,resource_resource_summary,,,,15.816945314407349,,1753370728.0405662,,,5,39191640,0,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,2,,,,,,local_training,,,,,,1753370728.2949324,,,,,,,,,3,,,
,,0.4,,,,,0.4,,,,"{2: 1.0, 4: 1.0}",,SamplingEvent,,,,,,,,,2,,,,,,,,,,2,"[2, 4]",,,,,resource_sampling,,,,,,1753370728.2951348,,5,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,2,,,,0,,resource_computation_time,,,,,29.19131827354431,1753370757.4863155,,,,,,,,,,,,
