node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,PIPEDA,4,256,tier1_hospital,0.973,standard,50000
1,clinic_001,2000,tier_2,16,local,2,256,tier2_hospital,0.924,high,5000
2,research_center_002,10000,tier_3,256,HIPAA,16,256,research_center,0.988,high,100000
3,mobile_unit_003,100,tier_1,4,local,2,16,mobile_unit,0.822,critical,1000
4,edge_device_004,100,tier_2,8,PIPEDA,1,16,edge_device,0.871,critical,500
5,hospital_005,2000,tier_1,32,GDPR,4,128,tier1_hospital,0.976,high,20000
6,clinic_006,5000,tier_2,16,HIPAA,8,128,tier2_hospital,0.953,critical,5000
7,research_center_007,10000,tier_3,128,HIPAA,8,1024,research_center,0.985,standard,20000
8,mobile_unit_008,100,tier_1,16,local,2,16,mobile_unit,0.882,high,2000
9,edge_device_009,50,tier_2,4,GDPR,0,16,edge_device,0.74,critical,1000
10,hospital_010,10000,tier_1,32,GDPR,16,512,tier1_hospital,0.989,high,50000
11,clinic_011,1000,tier_2,32,HIPAA,8,64,tier2_hospital,0.952,high,5000
12,research_center_012,5000,tier_3,64,HIPAA,16,1024,research_center,0.992,critical,20000
13,mobile_unit_013,100,tier_1,4,HIPAA,2,64,mobile_unit,0.889,critical,5000
14,edge_device_014,100,tier_2,2,GDPR,1,8,edge_device,0.894,high,2000
15,hospital_015,10000,tier_1,64,PIPEDA,8,128,tier1_hospital,0.996,high,20000
16,clinic_016,2000,tier_2,16,GDPR,4,64,tier2_hospital,0.924,high,20000
17,research_center_017,5000,tier_3,64,local,8,256,research_center,0.998,standard,20000
18,mobile_unit_018,1000,tier_1,16,local,2,16,mobile_unit,0.754,high,2000
19,edge_device_019,50,tier_2,8,local,1,32,edge_device,0.831,critical,2000
