node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,HIPAA_compliant,radiology,1995,private,mayo_clinic,tier1_hospital,425
1,regional,HIPAA_compliant,oncology,1994,mixed,johns_hopkins,tier2_hospital,2269
2,regional,HIPAA_compliant,cardiology,1965,mixed,stanford_med,research_center,4779
3,international,SOC2,neurology,1975,mixed,mass_general,mobile_unit,1659
4,international,ISO27001,pathology,1989,mixed,ucla_health,edge_device,2473
5,national,ISO27001,radiology,1957,mixed,mayo_clinic,tier1_hospital,1759
6,local,ISO27001,oncology,2015,research_grant,johns_hopkins,tier2_hospital,4884
7,international,FedRAMP,cardiology,1994,private,stanford_med,research_center,1104
8,national,HIPAA_compliant,neurology,1997,public,mass_general,mobile_unit,3794
9,regional,ISO27001,pathology,1979,research_grant,ucla_health,edge_device,4218
10,regional,FedRAMP,radiology,1971,private,mayo_clinic,tier1_hospital,428
11,regional,ISO27001,oncology,1962,private,johns_hopkins,tier2_hospital,1338
12,regional,FedRAMP,cardiology,1957,research_grant,stanford_med,research_center,2509
13,international,HIPAA_compliant,neurology,2019,research_grant,mass_general,mobile_unit,875
14,regional,ISO27001,pathology,1965,private,ucla_health,edge_device,4264
15,national,HIPAA_compliant,radiology,2005,mixed,mayo_clinic,tier1_hospital,1806
16,regional,HIPAA_compliant,oncology,1985,research_grant,johns_hopkins,tier2_hospital,4681
17,national,FedRAMP,cardiology,1954,mixed,stanford_med,research_center,1012
18,local,HIPAA_compliant,neurology,1957,mixed,mass_general,mobile_unit,3971
19,regional,ISO27001,pathology,2015,private,ucla_health,edge_device,1101
