node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,local,4,128,tier1_hospital,0.977,high,50000
1,clinic_001,5000,tier_2,16,GDPR,4,128,tier2_hospital,0.966,critical,20000
2,research_center_002,20000,tier_3,64,GDPR,8,1024,research_center,0.999,high,100000
3,mobile_unit_003,500,tier_1,4,PIPEDA,1,64,mobile_unit,0.774,high,1000
4,edge_device_004,100,tier_2,2,GDPR,0,32,edge_device,0.795,high,500
5,hospital_005,2000,tier_1,32,HIPAA,4,512,tier1_hospital,0.952,standard,10000
6,clinic_006,2000,tier_2,64,PIPEDA,8,256,tier2_hospital,0.936,standard,5000
7,research_center_007,5000,tier_3,128,PIPEDA,32,256,research_center,0.981,standard,50000
8,mobile_unit_008,1000,tier_1,8,local,2,16,mobile_unit,0.801,standard,2000
9,edge_device_009,100,tier_2,8,HIPAA,1,16,edge_device,0.771,critical,500
10,hospital_010,2000,tier_1,32,local,4,128,tier1_hospital,0.955,high,50000
11,clinic_011,2000,tier_2,64,local,4,256,tier2_hospital,0.908,high,20000
12,research_center_012,20000,tier_3,64,GDPR,16,512,research_center,0.986,high,50000
13,mobile_unit_013,1000,tier_1,16,local,2,64,mobile_unit,0.854,critical,2000
14,edge_device_014,50,tier_2,2,HIPAA,0,16,edge_device,0.759,standard,500
15,hospital_015,10000,tier_1,64,local,8,128,tier1_hospital,0.978,critical,20000
16,clinic_016,2000,tier_2,32,GDPR,8,64,tier2_hospital,0.964,standard,20000
17,research_center_017,5000,tier_3,256,PIPEDA,16,1024,research_center,0.994,critical,20000
18,mobile_unit_018,100,tier_1,16,HIPAA,1,64,mobile_unit,0.876,high,2000
19,edge_device_019,100,tier_2,8,PIPEDA,1,16,edge_device,0.811,high,2000
