node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,PIPEDA,16,128,tier1_hospital,0.976,standard,20000
1,clinic_001,1000,tier_2,16,HIPAA,2,128,tier2_hospital,0.947,standard,20000
2,research_center_002,20000,tier_3,256,HIPAA,16,256,research_center,0.985,high,50000
3,mobile_unit_003,1000,tier_1,16,local,1,32,mobile_unit,0.898,high,5000
4,edge_device_004,100,tier_2,4,PIPEDA,1,16,edge_device,0.767,standard,500
5,hospital_005,2000,tier_1,128,HIPAA,8,512,tier1_hospital,0.965,standard,10000
6,clinic_006,5000,tier_2,32,HIPAA,4,64,tier2_hospital,0.978,standard,5000
7,research_center_007,10000,tier_3,128,PIPEDA,32,1024,research_center,0.991,high,20000
8,mobile_unit_008,1000,tier_1,4,GDPR,1,16,mobile_unit,0.795,high,2000
9,edge_device_009,50,tier_2,4,GDPR,1,16,edge_device,0.87,critical,2000
10,hospital_010,2000,tier_1,128,local,16,512,tier1_hospital,1.0,high,10000
11,clinic_011,1000,tier_2,64,PIPEDA,4,256,tier2_hospital,0.935,critical,10000
12,research_center_012,10000,tier_3,64,local,16,512,research_center,0.984,standard,50000
13,mobile_unit_013,100,tier_1,4,HIPAA,1,32,mobile_unit,0.895,standard,5000
14,edge_device_014,50,tier_2,2,local,0,16,edge_device,0.807,high,1000
