edge,weight
0-1,570.51
0-2,1080.02
0-3,1613.13
0-4,2380.91
0-5,4469.02
0-6,4757.73
0-7,972.53
0-8,991.8
0-9,1699.97
1-2,1162.38
1-3,2371.46
1-4,1858.53
1-5,947.25
1-6,968.44
1-7,5800.04
1-8,984.88
1-9,2129.35
2-3,836.42
2-4,884.55
2-5,102.49
2-6,99.25
2-7,1822.47
2-8,1182.09
2-9,879.54
3-4,5000.62
3-5,2318.77
3-6,1624.97
3-7,119.42
3-8,108.32
3-9,4938.22
4-5,5059.67
4-6,5018.68
4-7,948.53
4-8,112.55
4-9,469.07
5-6,5216.28
5-7,1899.85
5-8,80.65
5-9,1088.11
6-7,1175.8
6-8,998.49
6-9,5581.75
7-8,1188.47
7-9,4128.34
8-9,4217.4
