node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,HIPAA,8,128,tier1_hospital,0.973,critical,10000
1,clinic_001,2000,tier_2,32,GDPR,8,128,tier2_hospital,0.907,critical,20000
2,research_center_002,20000,tier_3,256,HIPAA,32,1024,research_center,0.991,high,20000
3,mobile_unit_003,1000,tier_1,8,GDPR,1,16,mobile_unit,0.768,critical,1000
4,edge_device_004,50,tier_2,8,HIPAA,1,16,edge_device,0.724,critical,2000
5,hospital_005,5000,tier_1,128,PIPEDA,8,128,tier1_hospital,0.994,critical,50000
6,clinic_006,2000,tier_2,64,GDPR,4,128,tier2_hospital,0.919,critical,10000
7,research_center_007,10000,tier_3,256,GDPR,32,256,research_center,0.993,standard,100000
8,mobile_unit_008,1000,tier_1,4,GDPR,2,64,mobile_unit,0.89,critical,1000
9,edge_device_009,100,tier_2,8,GDPR,0,16,edge_device,0.758,high,500
10,hospital_010,10000,tier_1,64,PIPEDA,4,128,tier1_hospital,0.966,high,50000
11,clinic_011,2000,tier_2,64,local,8,128,tier2_hospital,0.92,critical,5000
12,research_center_012,10000,tier_3,256,GDPR,16,512,research_center,0.996,critical,50000
13,mobile_unit_013,100,tier_1,8,GDPR,2,32,mobile_unit,0.88,standard,1000
14,edge_device_014,500,tier_2,4,HIPAA,0,16,edge_device,0.894,high,2000
