node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,GDPR,16,512,tier1_hospital,0.993,critical,10000
1,clinic_001,1000,tier_2,16,HIPAA,2,64,tier2_hospital,0.929,high,5000
2,research_center_002,5000,tier_3,128,PIPEDA,32,1024,research_center,0.981,critical,100000
3,mobile_unit_003,1000,tier_1,8,PIPEDA,1,64,mobile_unit,0.764,standard,2000
4,edge_device_004,50,tier_2,8,local,1,32,edge_device,0.744,high,2000
5,hospital_005,5000,tier_1,64,GDPR,16,512,tier1_hospital,0.972,standard,50000
6,clinic_006,2000,tier_2,64,HIPAA,4,256,tier2_hospital,0.902,standard,10000
7,research_center_007,10000,tier_3,256,local,16,1024,research_center,0.992,critical,20000
8,mobile_unit_008,500,tier_1,8,GDPR,2,32,mobile_unit,0.892,high,1000
9,edge_device_009,50,tier_2,8,GDPR,1,8,edge_device,0.77,high,500
10,hospital_010,2000,tier_1,128,HIPAA,16,128,tier1_hospital,0.983,high,10000
11,clinic_011,5000,tier_2,32,HIPAA,8,64,tier2_hospital,0.968,high,5000
12,research_center_012,5000,tier_3,128,GDPR,16,512,research_center,0.983,high,100000
13,mobile_unit_013,500,tier_1,8,HIPAA,1,16,mobile_unit,0.761,high,5000
14,edge_device_014,500,tier_2,4,HIPAA,1,16,edge_device,0.756,critical,1000
