node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,local,4,256,tier1_hospital,0.956,high,10000
1,clinic_001,2000,tier_2,64,GDPR,4,64,tier2_hospital,0.914,critical,20000
2,research_center_002,10000,tier_3,64,GDPR,8,256,research_center,0.985,high,100000
3,mobile_unit_003,500,tier_1,16,GDPR,2,16,mobile_unit,0.804,standard,1000
4,edge_device_004,100,tier_2,2,GDPR,0,8,edge_device,0.802,critical,2000
5,hospital_005,5000,tier_1,64,PIPEDA,16,128,tier1_hospital,0.97,standard,20000
6,clinic_006,5000,tier_2,64,PIPEDA,2,256,tier2_hospital,0.967,high,10000
7,research_center_007,5000,tier_3,256,PIPEDA,16,512,research_center,0.994,critical,20000
8,mobile_unit_008,500,tier_1,4,PIPEDA,1,32,mobile_unit,0.751,critical,5000
9,edge_device_009,100,tier_2,2,HIPAA,1,32,edge_device,0.835,high,2000
