node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,HIPAA_compliant,radiology,1998,mixed,mayo_clinic,tier1_hospital,3949
1,international,ISO27001,oncology,1965,private,johns_hopkins,tier2_hospital,252
2,international,SOC2,cardiology,1971,public,stanford_med,research_center,1121
3,regional,SOC2,neurology,2016,mixed,mass_general,mobile_unit,4944
4,regional,HIPAA_compliant,pathology,1983,public,ucla_health,edge_device,4575
5,local,ISO27001,radiology,2009,research_grant,mayo_clinic,tier1_hospital,3980
6,international,HIPAA_compliant,oncology,2008,mixed,johns_hopkins,tier2_hospital,272
7,national,HIPAA_compliant,cardiology,1992,public,stanford_med,research_center,4578
8,international,HIPAA_compliant,neurology,1957,private,mass_general,mobile_unit,4542
9,local,HIPAA_compliant,pathology,2019,research_grant,ucla_health,edge_device,1581
