edge,weight
0-1,1650.44
0-2,1796.19
0-3,2122.8
0-4,5519.56
0-5,2348.39
0-6,2042.8
0-7,1983.75
0-8,90.28
0-9,544.82
1-2,516.07
1-3,577.74
1-4,4632.91
1-5,892.39
1-6,1180.27
1-7,451.98
1-8,1004.94
1-9,489.58
2-3,439.02
2-4,444.94
2-5,1131.23
2-6,578.84
2-7,492.18
2-8,1091.86
2-9,475.32
3-4,560.88
3-5,815.37
3-6,1992.01
3-7,5095.05
3-8,1159.33
3-9,1173.24
4-5,1967.53
4-6,509.55
4-7,1872.3
4-8,409.94
4-9,103.98
5-6,4050.37
5-7,520.82
5-8,1910.56
5-9,4704.11
6-7,573.17
6-8,552.46
6-9,4975.69
7-8,5279.4
7-9,2180.05
8-9,1114.09
