node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,PIPEDA,4,512,tier1_hospital,0.974,high,20000
1,clinic_001,5000,tier_2,16,local,4,128,tier2_hospital,0.911,critical,10000
2,research_center_002,10000,tier_3,64,PIPEDA,32,1024,research_center,0.989,standard,20000
3,mobile_unit_003,1000,tier_1,16,GDPR,1,64,mobile_unit,0.898,critical,5000
4,edge_device_004,50,tier_2,2,HIPAA,1,32,edge_device,0.854,critical,1000
5,hospital_005,5000,tier_1,64,GDPR,8,128,tier1_hospital,0.957,high,50000
6,clinic_006,1000,tier_2,32,PIPEDA,4,64,tier2_hospital,0.918,high,20000
7,research_center_007,5000,tier_3,128,HIPAA,32,1024,research_center,0.987,standard,20000
8,mobile_unit_008,100,tier_1,4,local,2,64,mobile_unit,0.761,high,2000
9,edge_device_009,100,tier_2,2,GDPR,0,16,edge_device,0.732,high,2000
