node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,HIPAA,4,512,tier1_hospital,0.963,standard,10000
1,clinic_001,5000,tier_2,32,local,4,64,tier2_hospital,0.975,high,10000
2,research_center_002,5000,tier_3,64,PIPEDA,32,256,research_center,0.987,critical,20000
3,mobile_unit_003,1000,tier_1,4,PIPEDA,2,64,mobile_unit,0.798,critical,5000
4,edge_device_004,50,tier_2,2,GDPR,0,32,edge_device,0.894,critical,500
5,hospital_005,5000,tier_1,128,PIPEDA,4,256,tier1_hospital,0.977,standard,20000
6,clinic_006,1000,tier_2,32,GDPR,4,128,tier2_hospital,0.932,standard,5000
7,research_center_007,5000,tier_3,256,local,16,256,research_center,0.992,critical,50000
8,mobile_unit_008,1000,tier_1,16,GDPR,1,16,mobile_unit,0.834,critical,5000
9,edge_device_009,100,tier_2,4,local,0,8,edge_device,0.731,critical,1000
10,hospital_010,2000,tier_1,32,local,16,128,tier1_hospital,0.951,standard,10000
11,clinic_011,5000,tier_2,32,local,4,64,tier2_hospital,0.979,standard,5000
12,research_center_012,10000,tier_3,64,HIPAA,32,512,research_center,0.985,critical,100000
13,mobile_unit_013,100,tier_1,8,local,2,64,mobile_unit,0.772,standard,5000
14,edge_device_014,50,tier_2,4,PIPEDA,1,8,edge_device,0.802,standard,500
15,hospital_015,5000,tier_1,64,local,4,512,tier1_hospital,0.971,high,50000
16,clinic_016,5000,tier_2,16,HIPAA,8,256,tier2_hospital,0.935,high,5000
17,research_center_017,5000,tier_3,64,GDPR,32,1024,research_center,0.982,standard,100000
18,mobile_unit_018,500,tier_1,4,HIPAA,1,16,mobile_unit,0.856,standard,2000
19,edge_device_019,50,tier_2,2,PIPEDA,1,8,edge_device,0.774,standard,1000
20,hospital_020,10000,tier_1,64,HIPAA,16,512,tier1_hospital,0.965,high,50000
21,clinic_021,1000,tier_2,16,GDPR,4,64,tier2_hospital,0.916,standard,10000
22,research_center_022,10000,tier_3,64,PIPEDA,32,256,research_center,0.989,high,20000
23,mobile_unit_023,1000,tier_1,8,HIPAA,1,32,mobile_unit,0.802,high,2000
24,edge_device_024,500,tier_2,2,HIPAA,1,8,edge_device,0.857,critical,1000
25,hospital_025,5000,tier_1,32,PIPEDA,16,256,tier1_hospital,0.969,standard,10000
26,clinic_026,5000,tier_2,32,PIPEDA,4,128,tier2_hospital,0.968,critical,5000
27,research_center_027,20000,tier_3,128,HIPAA,32,512,research_center,0.995,standard,100000
28,mobile_unit_028,1000,tier_1,16,HIPAA,1,32,mobile_unit,0.791,high,2000
29,edge_device_029,500,tier_2,8,GDPR,0,32,edge_device,0.882,standard,2000
