edge,weight
0-1,2099.29
0-2,4532.44
0-3,102.27
0-4,426.09
0-5,5446.77
0-6,924.93
0-7,529.47
0-8,107.76
0-9,905.56
1-2,408.02
1-3,2376.87
1-4,94.29
1-5,2157.92
1-6,881.23
1-7,110.96
1-8,94.98
1-9,5657.77
2-3,5229.88
2-4,2122.16
2-5,1025.1
2-6,899.72
2-7,1009.75
2-8,932.38
2-9,101.26
3-4,5840.97
3-5,1653.89
3-6,1160.6
3-7,885.45
3-8,1119.4
3-9,2341.28
4-5,549.91
4-6,486.27
4-7,103.73
4-8,5214.9
4-9,5336.08
5-6,113.91
5-7,4207.31
5-8,87.23
5-9,89.53
6-7,569.39
6-8,105.63
6-9,2206.44
7-8,5951.98
7-9,5514.22
8-9,118.03
