timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753368834.475641,1,-1,training,17.392794370651245,0,0,0,
1753368853.5962503,2,-1,training,13.41460132598877,0,0,0,
1753368871.174524,3,-1,training,11.857241153717041,0,0,0,
1753368880.421137,4,-1,training,3.4952328205108643,0,0,0,
1753368889.3817697,5,-1,training,3.120617389678955,0,0,0,
1753368898.4284658,6,-1,training,3.2722482681274414,0,0,0,
1753368907.69027,7,-1,training,3.4436774253845215,0,0,0,
1753368917.3244283,8,-1,training,3.8698325157165527,0,0,0,
1753368926.4746063,9,-1,training,3.4106285572052,0,0,0,
1753368935.849581,10,-1,training,3.603062152862549,0,0,0,
