timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753368817.0830848,1,20,"[14, 12, 9, 7, 0, 3, 4, 13, 6, 10, 19, 18, 16, 8, 1, 11]",16,0.8,0.8,"{14: 1.0, 12: 1.0, 9: 1.0, 7: 1.0, 0: 1.0, 3: 1.0, 4: 1.0, 13: 1.0, 6: 1.0, 10: 1.0, 19: 1.0, 18: 1.0, 16: 1.0, 8: 1.0, 1: 1.0, 11: 1.0}",,,
1753368840.1818497,2,20,"[2, 8, 19, 3, 18, 14, 1, 5, 10, 4, 12, 6, 16, 17, 0, 7]",16,0.8,0.8,"{2: 1.0, 8: 1.0, 19: 1.0, 3: 1.0, 18: 1.0, 14: 1.0, 1: 1.0, 5: 1.0, 10: 1.0, 4: 1.0, 12: 1.0, 6: 1.0, 16: 1.0, 17: 1.0, 0: 1.0, 7: 1.0}",,,
1753368859.3174708,3,20,"[3, 17, 15, 5, 1, 11, 16, 7, 9, 19, 12, 6, 2, 4, 0, 8]",16,0.8,0.8,"{3: 1.0, 17: 1.0, 15: 1.0, 5: 1.0, 1: 1.0, 11: 1.0, 16: 1.0, 7: 1.0, 9: 1.0, 19: 1.0, 12: 1.0, 6: 1.0, 2: 1.0, 4: 1.0, 0: 1.0, 8: 1.0}",,,
1753368876.9261196,4,20,"[2, 16, 18, 3, 7, 13, 8, 10, 12, 1, 11, 17, 9, 5, 0, 4]",16,0.8,0.8,"{2: 1.0, 16: 1.0, 18: 1.0, 3: 1.0, 7: 1.0, 13: 1.0, 8: 1.0, 10: 1.0, 12: 1.0, 1: 1.0, 11: 1.0, 17: 1.0, 9: 1.0, 5: 1.0, 0: 1.0, 4: 1.0}",,,
1753368886.2613757,5,20,"[10, 8, 16, 9, 17, 19, 1, 14, 13, 15, 7, 11, 18, 5, 2, 4]",16,0.8,0.8,"{10: 1.0, 8: 1.0, 16: 1.0, 9: 1.0, 17: 1.0, 19: 1.0, 1: 1.0, 14: 1.0, 13: 1.0, 15: 1.0, 7: 1.0, 11: 1.0, 18: 1.0, 5: 1.0, 2: 1.0, 4: 1.0}",,,
1753368895.156436,6,20,"[5, 3, 12, 6, 13, 14, 0, 4, 18, 8, 15, 9, 11, 19, 16, 10]",16,0.8,0.8,"{5: 1.0, 3: 1.0, 12: 1.0, 6: 1.0, 13: 1.0, 14: 1.0, 0: 1.0, 4: 1.0, 18: 1.0, 8: 1.0, 15: 1.0, 9: 1.0, 11: 1.0, 19: 1.0, 16: 1.0, 10: 1.0}",,,
1753368904.246819,7,20,"[14, 17, 13, 19, 12, 5, 6, 8, 18, 4, 11, 1, 15, 16, 3, 9]",16,0.8,0.8,"{14: 1.0, 17: 1.0, 13: 1.0, 19: 1.0, 12: 1.0, 5: 1.0, 6: 1.0, 8: 1.0, 18: 1.0, 4: 1.0, 11: 1.0, 1: 1.0, 15: 1.0, 16: 1.0, 3: 1.0, 9: 1.0}",,,
1753368913.4547656,8,20,"[6, 3, 13, 17, 0, 7, 14, 19, 2, 5, 8, 18, 15, 4, 1, 12]",16,0.8,0.8,"{6: 1.0, 3: 1.0, 13: 1.0, 17: 1.0, 0: 1.0, 7: 1.0, 14: 1.0, 19: 1.0, 2: 1.0, 5: 1.0, 8: 1.0, 18: 1.0, 15: 1.0, 4: 1.0, 1: 1.0, 12: 1.0}",,,
1753368923.0642161,9,20,"[10, 7, 1, 14, 8, 9, 5, 13, 12, 18, 15, 17, 2, 11, 19, 0]",16,0.8,0.8,"{10: 1.0, 7: 1.0, 1: 1.0, 14: 1.0, 8: 1.0, 9: 1.0, 5: 1.0, 13: 1.0, 12: 1.0, 18: 1.0, 15: 1.0, 17: 1.0, 2: 1.0, 11: 1.0, 19: 1.0, 0: 1.0}",,,
1753368932.2467215,10,20,"[1, 7, 12, 6, 3, 10, 18, 13, 0, 17, 16, 2, 15, 11, 4, 14]",16,0.8,0.8,"{1: 1.0, 7: 1.0, 12: 1.0, 6: 1.0, 3: 1.0, 10: 1.0, 18: 1.0, 13: 1.0, 0: 1.0, 17: 1.0, 16: 1.0, 2: 1.0, 15: 1.0, 11: 1.0, 4: 1.0, 14: 1.0}",,,
