node_id,latitude,longitude
0,44.02106,-92.434994
1,39.245212,-76.581747
2,37.419556,-122.11663
3,42.311805,-71.011942
4,34.060552,-118.269841
5,51.52386,-0.10666
6,48.822011,2.353275
7,35.67759,139.688878
8,1.372146,103.801219
9,-33.848594,151.254857
10,44.009721,-92.432027
11,39.336416,-76.614118
12,37.408729,-122.165507
13,42.386509,-71.071614
14,34.0623,-118.221369
15,51.460637,-0.08808
16,48.869824,2.303733
17,35.66923,139.691495
18,1.341585,103.84746
19,-33.850351,151.253708
