edge,weight
0-1,2324.85
0-2,570.97
0-3,426.82
0-4,5411.89
0-5,507.05
0-6,2334.72
0-7,5148.72
0-8,101.71
0-9,81.72
0-10,984.04
0-11,4085.73
0-12,4567.38
0-13,4280.76
0-14,471.21
0-15,583.58
0-16,547.49
0-17,5080.67
0-18,5482.2
0-19,2160.68
1-2,4555.56
1-3,1806.35
1-4,599.11
1-5,108.03
1-6,2175.75
1-7,1130.9
1-8,900.3
1-9,2031.68
1-10,4030.56
1-11,1002.29
1-12,2310.8
1-13,468.4
1-14,108.91
1-15,963.79
1-16,109.62
1-17,2217.92
1-18,5245.33
1-19,4317.36
2-3,1101.68
2-4,80.08
2-5,1893.09
2-6,482.27
2-7,1199.92
2-8,1875.11
2-9,105.76
2-10,1051.5
2-11,4675.68
2-12,572.27
2-13,106.24
2-14,5318.54
2-15,5013.52
2-16,99.18
2-17,1180.71
2-18,1934.18
2-19,814.27
3-4,5882.4
3-5,804.61
3-6,115.13
3-7,1960.82
3-8,824.61
3-9,804.05
3-10,1763.71
3-11,93.4
3-12,94.21
3-13,83.53
3-14,504.88
3-15,1753.66
3-16,2044.97
3-17,465.68
3-18,588.89
3-19,991.21
4-5,1685.54
4-6,5146.01
4-7,834.51
4-8,4736.05
4-9,4193.57
4-10,5392.38
4-11,461.12
4-12,940.97
4-13,117.74
4-14,510.81
4-15,4066.08
4-16,2373.33
4-17,5301.88
4-18,109.44
4-19,103.68
5-6,2377.52
5-7,4571.34
5-8,114.74
5-9,592.33
5-10,915.33
5-11,5472.88
5-12,479.57
5-13,104.87
5-14,5430.99
5-15,889.97
5-16,2347.77
5-17,5907.26
5-18,1061.76
5-19,1986.96
6-7,1029.37
6-8,95.11
6-9,104.39
6-10,991.47
6-11,1844.47
6-12,455.86
6-13,5074.13
6-14,1045.57
6-15,439.5
6-16,1830.99
6-17,115.36
6-18,817.03
6-19,86.92
7-8,444.99
7-9,1687.94
7-10,119.06
7-11,4997.06
7-12,1806.78
7-13,585.16
7-14,5748.07
7-15,5066.39
7-16,1920.63
7-17,5959.64
7-18,492.23
7-19,989.24
8-9,879.56
8-10,1715.22
8-11,576.28
8-12,1802.91
8-13,421.67
8-14,4811.89
8-15,527.75
8-16,103.27
8-17,568.82
8-18,5557.54
8-19,1023.91
9-10,4438.84
9-11,117.56
9-12,894.34
9-13,1061.32
9-14,5002.39
9-15,103.08
9-16,1736.31
9-17,87.56
9-18,104.37
9-19,931.54
10-11,2201.6
10-12,4729.89
10-13,101.07
10-14,1105.51
10-15,1123.98
10-16,923.0
10-17,1814.64
10-18,5171.33
10-19,550.42
11-12,544.34
11-13,1165.33
11-14,520.63
11-15,1123.26
11-16,2170.7
11-17,502.01
11-18,4540.02
11-19,522.53
12-13,1938.79
12-14,898.11
12-15,1047.72
12-16,2085.78
12-17,90.0
12-18,443.98
12-19,446.21
13-14,5505.73
13-15,489.01
13-16,929.85
13-17,5302.95
13-18,527.78
13-19,581.92
14-15,587.55
14-16,1030.09
14-17,971.3
14-18,2298.66
14-19,119.07
15-16,542.78
15-17,1790.25
15-18,93.83
15-19,4077.84
16-17,596.49
16-18,1122.76
16-19,1808.94
17-18,4342.84
17-19,2387.4
18-19,1131.73
