node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,SOC2,radiology,1980,mixed,mayo_clinic,tier1_hospital,1471
1,international,ISO27001,oncology,1999,private,johns_hopkins,tier2_hospital,2891
2,local,HIPAA_compliant,cardiology,1998,public,stanford_med,research_center,3792
3,national,SOC2,neurology,2016,mixed,mass_general,mobile_unit,795
4,national,ISO27001,pathology,1955,research_grant,ucla_health,edge_device,177
5,local,HIPAA_compliant,radiology,1992,mixed,mayo_clinic,tier1_hospital,2361
6,international,FedRAMP,oncology,1969,public,johns_hopkins,tier2_hospital,4900
7,regional,FedRAMP,cardiology,1984,private,stanford_med,research_center,2425
8,local,FedRAMP,neurology,1957,research_grant,mass_general,mobile_unit,2608
9,local,HIPAA_compliant,pathology,1965,public,ucla_health,edge_device,1208
