edge,weight
0-1,5449.54
0-2,501.7
0-3,5345.78
0-4,5026.92
0-5,4643.82
0-6,580.62
0-7,4194.06
0-8,480.13
0-9,453.5
1-2,109.72
1-3,887.44
1-4,448.59
1-5,5343.57
1-6,1140.37
1-7,427.78
1-8,415.81
1-9,2381.54
2-3,1003.03
2-4,5929.98
2-5,459.49
2-6,5634.47
2-7,87.66
2-8,106.38
2-9,5114.88
3-4,4645.55
3-5,4311.96
3-6,87.42
3-7,5105.16
3-8,1181.12
3-9,529.58
4-5,1117.18
4-6,4840.79
4-7,116.48
4-8,95.08
4-9,1794.65
5-6,1055.64
5-7,110.7
5-8,5601.66
5-9,434.69
6-7,886.1
6-8,574.7
6-9,1175.12
7-8,822.93
7-9,102.19
8-9,5291.52
