node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,local,4,256,tier1_hospital,0.978,critical,50000
1,clinic_001,2000,tier_2,64,local,8,256,tier2_hospital,0.969,high,5000
2,research_center_002,20000,tier_3,128,local,8,1024,research_center,0.984,standard,100000
3,mobile_unit_003,500,tier_1,8,local,1,64,mobile_unit,0.864,standard,1000
4,edge_device_004,50,tier_2,4,GDPR,1,16,edge_device,0.705,high,2000
5,hospital_005,2000,tier_1,64,GDPR,16,128,tier1_hospital,0.987,standard,20000
6,clinic_006,2000,tier_2,16,local,4,256,tier2_hospital,0.969,standard,20000
7,research_center_007,5000,tier_3,64,GDPR,16,512,research_center,0.982,standard,50000
8,mobile_unit_008,1000,tier_1,8,GDPR,2,64,mobile_unit,0.801,critical,2000
9,edge_device_009,100,tier_2,2,GDPR,0,8,edge_device,0.758,high,1000
