edge,weight
0-1,1133.39
0-2,88.05
0-3,1940.42
0-4,531.3
0-5,861.91
0-6,83.07
0-7,1696.48
0-8,2225.55
0-9,2230.3
1-2,4441.83
1-3,4460.6
1-4,5088.75
1-5,5954.44
1-6,451.22
1-7,529.68
1-8,1133.17
1-9,114.73
2-3,4879.18
2-4,1879.11
2-5,581.84
2-6,2026.19
2-7,557.33
2-8,86.82
2-9,116.14
3-4,4305.2
3-5,95.82
3-6,550.15
3-7,86.34
3-8,5130.65
3-9,939.53
4-5,440.51
4-6,97.92
4-7,476.53
4-8,1913.95
4-9,462.74
5-6,894.26
5-7,82.0
5-8,526.62
5-9,1706.96
6-7,1129.39
6-8,901.33
6-9,5095.52
7-8,485.33
7-9,4015.6
8-9,5166.36
