param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.220388412475586, 'mean': -0.0028527250979095697, 'std': 0.18974176049232483}",1,0,1,1749393084.0964458,parameter_transfer
"{'norm': 3.220388412475586, 'mean': -0.0028527250979095697, 'std': 0.18974176049232483}",1,0,2,1749393084.0964458,parameter_transfer
"{'norm': 3.220388412475586, 'mean': -0.0028527250979095697, 'std': 0.18974176049232483}",1,0,3,1749393084.0964458,parameter_transfer
"{'norm': 3.220388412475586, 'mean': -0.0028527250979095697, 'std': 0.18974176049232483}",1,0,4,1749393084.0964458,parameter_transfer
"{'norm': 3.2241461277008057, 'mean': -0.003770689247176051, 'std': 0.1899471879005432}",1,1,0,1749393084.0965028,parameter_transfer
"{'norm': 3.2241461277008057, 'mean': -0.003770689247176051, 'std': 0.1899471879005432}",1,1,2,1749393084.0965028,parameter_transfer
"{'norm': 3.2241461277008057, 'mean': -0.003770689247176051, 'std': 0.1899471879005432}",1,1,3,1749393084.0965028,parameter_transfer
"{'norm': 3.2241461277008057, 'mean': -0.003770689247176051, 'std': 0.1899471879005432}",1,1,4,1749393084.0965028,parameter_transfer
"{'norm': 3.2180163860321045, 'mean': -0.003468178678303957, 'std': 0.18959170579910278}",1,2,0,1749393084.0965352,parameter_transfer
"{'norm': 3.2180163860321045, 'mean': -0.003468178678303957, 'std': 0.18959170579910278}",1,2,1,1749393084.0965352,parameter_transfer
"{'norm': 3.2180163860321045, 'mean': -0.003468178678303957, 'std': 0.18959170579910278}",1,2,3,1749393084.0965352,parameter_transfer
"{'norm': 3.2180163860321045, 'mean': -0.003468178678303957, 'std': 0.18959170579910278}",1,2,4,1749393084.0965352,parameter_transfer
"{'norm': 3.2047624588012695, 'mean': -0.003512113355100155, 'std': 0.18880976736545563}",1,3,0,1749393084.0965583,parameter_transfer
"{'norm': 3.2047624588012695, 'mean': -0.003512113355100155, 'std': 0.18880976736545563}",1,3,1,1749393084.0965583,parameter_transfer
"{'norm': 3.2047624588012695, 'mean': -0.003512113355100155, 'std': 0.18880976736545563}",1,3,2,1749393084.0965583,parameter_transfer
"{'norm': 3.2047624588012695, 'mean': -0.003512113355100155, 'std': 0.18880976736545563}",1,3,4,1749393084.0965583,parameter_transfer
"{'norm': 3.2263987064361572, 'mean': -0.003926144912838936, 'std': 0.1900768131017685}",1,4,0,1749393084.0965805,parameter_transfer
"{'norm': 3.2263987064361572, 'mean': -0.003926144912838936, 'std': 0.1900768131017685}",1,4,1,1749393084.0965805,parameter_transfer
"{'norm': 3.2263987064361572, 'mean': -0.003926144912838936, 'std': 0.1900768131017685}",1,4,2,1749393084.0965805,parameter_transfer
"{'norm': 3.2263987064361572, 'mean': -0.003926144912838936, 'std': 0.1900768131017685}",1,4,3,1749393084.0965805,parameter_transfer
"{'norm': 3.213491439819336, 'mean': -0.0025535235181450844, 'std': 0.1893395632505417}",2,0,1,1749393088.4817293,parameter_transfer
"{'norm': 3.213491439819336, 'mean': -0.0025535235181450844, 'std': 0.1893395632505417}",2,0,2,1749393088.4817293,parameter_transfer
"{'norm': 3.213491439819336, 'mean': -0.0025535235181450844, 'std': 0.1893395632505417}",2,0,3,1749393088.4817293,parameter_transfer
"{'norm': 3.213491439819336, 'mean': -0.0025535235181450844, 'std': 0.1893395632505417}",2,0,4,1749393088.4817293,parameter_transfer
"{'norm': 3.222292900085449, 'mean': -0.0030674710869789124, 'std': 0.18985064327716827}",2,1,0,1749393088.481808,parameter_transfer
"{'norm': 3.222292900085449, 'mean': -0.0030674710869789124, 'std': 0.18985064327716827}",2,1,2,1749393088.481808,parameter_transfer
"{'norm': 3.222292900085449, 'mean': -0.0030674710869789124, 'std': 0.18985064327716827}",2,1,3,1749393088.481808,parameter_transfer
"{'norm': 3.222292900085449, 'mean': -0.0030674710869789124, 'std': 0.18985064327716827}",2,1,4,1749393088.481808,parameter_transfer
"{'norm': 3.2298061847686768, 'mean': -0.0028257817029953003, 'std': 0.1902971714735031}",2,2,0,1749393088.4818356,parameter_transfer
"{'norm': 3.2298061847686768, 'mean': -0.0028257817029953003, 'std': 0.1902971714735031}",2,2,1,1749393088.4818356,parameter_transfer
"{'norm': 3.2298061847686768, 'mean': -0.0028257817029953003, 'std': 0.1902971714735031}",2,2,3,1749393088.4818356,parameter_transfer
"{'norm': 3.2298061847686768, 'mean': -0.0028257817029953003, 'std': 0.1902971714735031}",2,2,4,1749393088.4818356,parameter_transfer
"{'norm': 3.2217955589294434, 'mean': -0.003402401227504015, 'std': 0.18981564044952393}",2,3,0,1749393088.4818604,parameter_transfer
"{'norm': 3.2217955589294434, 'mean': -0.003402401227504015, 'std': 0.18981564044952393}",2,3,1,1749393088.4818604,parameter_transfer
"{'norm': 3.2217955589294434, 'mean': -0.003402401227504015, 'std': 0.18981564044952393}",2,3,2,1749393088.4818604,parameter_transfer
"{'norm': 3.2217955589294434, 'mean': -0.003402401227504015, 'std': 0.18981564044952393}",2,3,4,1749393088.4818604,parameter_transfer
"{'norm': 3.2149672508239746, 'mean': -0.002803285839036107, 'std': 0.18942300975322723}",2,4,0,1749393088.4818876,parameter_transfer
"{'norm': 3.2149672508239746, 'mean': -0.002803285839036107, 'std': 0.18942300975322723}",2,4,1,1749393088.4818876,parameter_transfer
"{'norm': 3.2149672508239746, 'mean': -0.002803285839036107, 'std': 0.18942300975322723}",2,4,2,1749393088.4818876,parameter_transfer
"{'norm': 3.2149672508239746, 'mean': -0.002803285839036107, 'std': 0.18942300975322723}",2,4,3,1749393088.4818876,parameter_transfer
"{'norm': 3.2211856842041016, 'mean': -0.0024493199307471514, 'std': 0.1897943764925003}",3,0,1,1749393092.6418452,parameter_transfer
"{'norm': 3.2211856842041016, 'mean': -0.0024493199307471514, 'std': 0.1897943764925003}",3,0,2,1749393092.6418452,parameter_transfer
"{'norm': 3.2211856842041016, 'mean': -0.0024493199307471514, 'std': 0.1897943764925003}",3,0,3,1749393092.6418452,parameter_transfer
"{'norm': 3.2211856842041016, 'mean': -0.0024493199307471514, 'std': 0.1897943764925003}",3,0,4,1749393092.6418452,parameter_transfer
"{'norm': 3.213651418685913, 'mean': -0.0025637915823608637, 'std': 0.18934887647628784}",3,1,0,1749393092.6419218,parameter_transfer
"{'norm': 3.213651418685913, 'mean': -0.0025637915823608637, 'std': 0.18934887647628784}",3,1,2,1749393092.6419218,parameter_transfer
"{'norm': 3.213651418685913, 'mean': -0.0025637915823608637, 'std': 0.18934887647628784}",3,1,3,1749393092.6419218,parameter_transfer
"{'norm': 3.213651418685913, 'mean': -0.0025637915823608637, 'std': 0.18934887647628784}",3,1,4,1749393092.6419218,parameter_transfer
"{'norm': 3.216926097869873, 'mean': -0.0029225891921669245, 'std': 0.1895366609096527}",3,2,0,1749393092.6419466,parameter_transfer
"{'norm': 3.216926097869873, 'mean': -0.0029225891921669245, 'std': 0.1895366609096527}",3,2,1,1749393092.6419466,parameter_transfer
"{'norm': 3.216926097869873, 'mean': -0.0029225891921669245, 'std': 0.1895366609096527}",3,2,3,1749393092.6419466,parameter_transfer
"{'norm': 3.216926097869873, 'mean': -0.0029225891921669245, 'std': 0.1895366609096527}",3,2,4,1749393092.6419466,parameter_transfer
"{'norm': 3.2158098220825195, 'mean': -0.003223842941224575, 'std': 0.1894659698009491}",3,3,0,1749393092.641968,parameter_transfer
"{'norm': 3.2158098220825195, 'mean': -0.003223842941224575, 'std': 0.1894659698009491}",3,3,1,1749393092.641968,parameter_transfer
"{'norm': 3.2158098220825195, 'mean': -0.003223842941224575, 'std': 0.1894659698009491}",3,3,2,1749393092.641968,parameter_transfer
"{'norm': 3.2158098220825195, 'mean': -0.003223842941224575, 'std': 0.1894659698009491}",3,3,4,1749393092.641968,parameter_transfer
"{'norm': 3.2304303646087646, 'mean': -0.0033638488966971636, 'std': 0.19032520055770874}",3,4,0,1749393092.6419902,parameter_transfer
"{'norm': 3.2304303646087646, 'mean': -0.0033638488966971636, 'std': 0.19032520055770874}",3,4,1,1749393092.6419902,parameter_transfer
"{'norm': 3.2304303646087646, 'mean': -0.0033638488966971636, 'std': 0.19032520055770874}",3,4,2,1749393092.6419902,parameter_transfer
"{'norm': 3.2304303646087646, 'mean': -0.0033638488966971636, 'std': 0.19032520055770874}",3,4,3,1749393092.6419902,parameter_transfer
