node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.036548,-92.44575,north_america,America/Chicago
1,Baltimore,USA,39.330072,-76.579147,europe,America/New_York
2,Palo Alto,USA,37.469954,-122.187033,asia_pacific,America/Los_Angeles
3,Boston,USA,42.354423,-71.035275,south_america,America/New_York
4,Los Angeles,USA,34.074302,-118.228857,africa,America/Los_Angeles
5,London,UK,51.54755,-0.148143,north_america,Europe/London
6,Paris,France,48.876571,2.322272,europe,Europe/Paris
7,Tokyo,Japan,35.683711,139.682648,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.330521,103.819482,south_america,Asia/Singapore
9,Sydney,Australia,-33.822016,151.188669,africa,Australia/Sydney
