node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,HIPAA,8,128,tier1_hospital,0.967,high,50000
1,clinic_001,5000,tier_2,16,local,4,128,tier2_hospital,0.954,high,5000
2,research_center_002,5000,tier_3,64,PIPEDA,32,256,research_center,0.991,high,20000
3,mobile_unit_003,500,tier_1,16,local,1,32,mobile_unit,0.897,critical,1000
4,edge_device_004,500,tier_2,2,local,1,32,edge_device,0.771,critical,1000
5,hospital_005,5000,tier_1,128,local,16,512,tier1_hospital,0.957,standard,50000
6,clinic_006,1000,tier_2,64,GDPR,4,128,tier2_hospital,0.925,standard,20000
7,research_center_007,5000,tier_3,256,GDPR,32,512,research_center,0.992,high,20000
8,mobile_unit_008,100,tier_1,4,local,2,32,mobile_unit,0.81,standard,2000
9,edge_device_009,100,tier_2,4,HIPAA,0,32,edge_device,0.805,standard,1000
