node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,HIPAA,16,512,tier1_hospital,0.965,standard,10000
1,clinic_001,5000,tier_2,64,local,4,128,tier2_hospital,0.904,high,10000
2,research_center_002,10000,tier_3,256,GDPR,8,1024,research_center,0.99,critical,20000
3,mobile_unit_003,1000,tier_1,16,HIPAA,2,32,mobile_unit,0.865,critical,2000
4,edge_device_004,50,tier_2,4,GDPR,0,8,edge_device,0.721,standard,1000
5,hospital_005,2000,tier_1,64,HIPAA,8,256,tier1_hospital,0.959,high,10000
6,clinic_006,5000,tier_2,16,HIPAA,4,256,tier2_hospital,0.912,high,20000
7,research_center_007,5000,tier_3,256,GDPR,8,256,research_center,0.99,standard,50000
8,mobile_unit_008,500,tier_1,16,GDPR,2,64,mobile_unit,0.891,high,2000
9,edge_device_009,50,tier_2,4,GDPR,0,16,edge_device,0.743,standard,2000
