edge,weight
0-1,80.31
0-2,931.06
0-3,853.33
0-4,436.81
0-5,5831.41
0-6,111.62
0-7,5303.75
0-8,96.21
0-9,5992.94
1-2,470.34
1-3,567.72
1-4,116.23
1-5,415.51
1-6,89.54
1-7,4642.38
1-8,1782.17
1-9,4860.42
2-3,2359.93
2-4,1864.66
2-5,1040.58
2-6,86.21
2-7,4525.55
2-8,1133.38
2-9,955.86
3-4,89.54
3-5,444.68
3-6,442.5
3-7,4513.66
3-8,421.69
3-9,976.03
4-5,4958.71
4-6,1611.35
4-7,2173.23
4-8,810.05
4-9,2128.19
5-6,5384.54
5-7,111.95
5-8,1679.28
5-9,1134.49
6-7,1747.86
6-8,5947.55
6-9,1177.18
7-8,5377.01
7-9,2279.27
8-9,93.06
