node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,4,512,tier1_hospital,0.981,high,10000
1,clinic_001,2000,tier_2,32,HIPAA,2,128,tier2_hospital,0.908,high,10000
2,research_center_002,20000,tier_3,256,PIPEDA,8,256,research_center,0.987,standard,50000
3,mobile_unit_003,1000,tier_1,16,local,2,32,mobile_unit,0.769,standard,1000
4,edge_device_004,50,tier_2,8,PIPEDA,1,16,edge_device,0.832,standard,1000
5,hospital_005,2000,tier_1,64,GDPR,8,256,tier1_hospital,0.981,critical,10000
6,clinic_006,5000,tier_2,32,PIPEDA,8,256,tier2_hospital,0.919,standard,10000
7,research_center_007,5000,tier_3,128,GDPR,8,512,research_center,0.989,standard,50000
8,mobile_unit_008,500,tier_1,4,local,1,16,mobile_unit,0.802,critical,2000
9,edge_device_009,500,tier_2,2,HIPAA,0,32,edge_device,0.831,high,500
10,hospital_010,2000,tier_1,32,HIPAA,8,128,tier1_hospital,0.951,critical,50000
11,clinic_011,5000,tier_2,16,GDPR,8,256,tier2_hospital,0.947,standard,10000
12,research_center_012,20000,tier_3,256,local,8,1024,research_center,0.981,high,20000
13,mobile_unit_013,500,tier_1,8,GDPR,2,64,mobile_unit,0.764,standard,5000
14,edge_device_014,500,tier_2,8,GDPR,0,32,edge_device,0.705,high,2000
