edge,weight
0-1,893.28
0-2,891.11
0-3,95.32
0-4,521.62
0-5,5579.78
0-6,85.88
0-7,86.2
0-8,531.32
0-9,4698.39
0-10,118.87
0-11,119.57
0-12,973.2
0-13,92.46
0-14,2105.69
1-2,436.94
1-3,1838.11
1-4,534.87
1-5,112.32
1-6,103.23
1-7,2202.19
1-8,959.15
1-9,5573.69
1-10,508.12
1-11,86.52
1-12,111.38
1-13,485.67
1-14,884.55
2-3,97.0
2-4,5059.03
2-5,594.47
2-6,889.25
2-7,1164.06
2-8,1058.51
2-9,507.6
2-10,112.48
2-11,460.96
2-12,1121.67
2-13,4363.15
2-14,87.3
3-4,1979.68
3-5,117.66
3-6,2167.6
3-7,5704.59
3-8,414.85
3-9,1175.54
3-10,85.66
3-11,503.27
3-12,540.96
3-13,455.87
3-14,430.36
4-5,1110.47
4-6,111.46
4-7,117.48
4-8,5140.98
4-9,89.27
4-10,1016.02
4-11,447.3
4-12,955.1
4-13,4540.87
4-14,1104.06
5-6,1955.41
5-7,2086.5
5-8,477.38
5-9,5711.82
5-10,888.03
5-11,843.7
5-12,422.85
5-13,1920.56
5-14,1022.47
6-7,498.52
6-8,1670.63
6-9,2056.38
6-10,106.94
6-11,96.95
6-12,111.72
6-13,2280.47
6-14,458.22
7-8,2032.36
7-9,920.45
7-10,90.96
7-11,1848.16
7-12,98.87
7-13,1845.94
7-14,94.88
8-9,1611.56
8-10,520.9
8-11,114.69
8-12,1057.23
8-13,1153.05
8-14,427.42
9-10,452.4
9-11,4428.45
9-12,82.49
9-13,895.89
9-14,4525.11
10-11,2321.6
10-12,115.26
10-13,1892.24
10-14,1942.52
11-12,535.52
11-13,1159.28
11-14,1976.75
12-13,933.04
12-14,420.57
13-14,5657.78
