node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,PIPEDA,16,256,tier1_hospital,0.965,standard,10000
1,clinic_001,5000,tier_2,16,PIPEDA,2,128,tier2_hospital,0.929,high,10000
2,research_center_002,5000,tier_3,128,GDPR,32,512,research_center,0.998,high,50000
3,mobile_unit_003,100,tier_1,4,GDPR,1,16,mobile_unit,0.857,standard,1000
4,edge_device_004,100,tier_2,2,HIPAA,1,32,edge_device,0.805,high,2000
5,hospital_005,2000,tier_1,64,HIPAA,16,128,tier1_hospital,0.956,high,50000
6,clinic_006,2000,tier_2,32,GDPR,2,128,tier2_hospital,0.966,high,20000
7,research_center_007,5000,tier_3,64,GDPR,32,256,research_center,0.99,standard,20000
8,mobile_unit_008,1000,tier_1,4,PIPEDA,2,16,mobile_unit,0.836,standard,1000
9,edge_device_009,500,tier_2,2,HIPAA,1,8,edge_device,0.7,critical,500
