timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753357000.192507,1,10,"[7, 3]",2,0.2,0.2,"{7: 1.0, 3: 1.0}",,,
1753357010.2710497,2,10,"[0, 4]",2,0.2,0.2,"{0: 1.0, 4: 1.0}",,,
1753357019.053706,3,10,"[1, 7]",2,0.2,0.2,"{1: 1.0, 7: 1.0}",,,
1753357028.138412,4,10,"[6, 5]",2,0.2,0.2,"{6: 1.0, 5: 1.0}",,,
1753357037.4823833,5,10,"[7, 5]",2,0.2,0.2,"{7: 1.0, 5: 1.0}",,,
1753357041.7814462,6,10,"[8, 2]",2,0.2,0.2,"{8: 1.0, 2: 1.0}",,,
1753357052.3038921,7,10,"[9, 2]",2,0.2,0.2,"{9: 1.0, 2: 1.0}",,,
1753357059.772078,8,10,"[2, 5]",2,0.2,0.2,"{2: 1.0, 5: 1.0}",,,
1753357063.7346692,9,10,"[6, 4]",2,0.2,0.2,"{6: 1.0, 4: 1.0}",,,
1753357068.356346,10,10,"[7, 1]",2,0.2,0.2,"{7: 1.0, 1: 1.0}",,,
