node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,HIPAA,8,128,tier1_hospital,0.973,high,10000
1,clinic_001,2000,tier_2,16,local,8,256,tier2_hospital,0.94,critical,20000
2,research_center_002,5000,tier_3,256,PIPEDA,8,1024,research_center,0.991,standard,20000
3,mobile_unit_003,500,tier_1,16,GDPR,2,16,mobile_unit,0.899,high,1000
4,edge_device_004,100,tier_2,4,PIPEDA,0,16,edge_device,0.734,high,2000
5,hospital_005,2000,tier_1,32,HIPAA,8,512,tier1_hospital,0.961,critical,10000
6,clinic_006,2000,tier_2,16,local,8,128,tier2_hospital,0.927,critical,10000
7,research_center_007,5000,tier_3,128,GDPR,8,512,research_center,0.986,standard,50000
8,mobile_unit_008,100,tier_1,16,HIPAA,2,32,mobile_unit,0.833,critical,1000
9,edge_device_009,50,tier_2,8,local,0,16,edge_device,0.855,high,2000
10,hospital_010,5000,tier_1,64,local,16,128,tier1_hospital,0.973,high,20000
11,clinic_011,1000,tier_2,64,PIPEDA,4,256,tier2_hospital,0.908,standard,10000
12,research_center_012,20000,tier_3,64,PIPEDA,32,256,research_center,0.996,critical,100000
13,mobile_unit_013,500,tier_1,8,GDPR,2,32,mobile_unit,0.792,high,1000
14,edge_device_014,500,tier_2,8,GDPR,1,16,edge_device,0.835,high,500
15,hospital_015,10000,tier_1,64,PIPEDA,16,512,tier1_hospital,0.963,standard,20000
16,clinic_016,1000,tier_2,16,HIPAA,8,64,tier2_hospital,0.903,standard,10000
17,research_center_017,10000,tier_3,256,HIPAA,16,256,research_center,0.986,high,100000
18,mobile_unit_018,500,tier_1,16,HIPAA,1,16,mobile_unit,0.898,critical,1000
19,edge_device_019,500,tier_2,4,HIPAA,0,8,edge_device,0.715,critical,500
20,hospital_020,10000,tier_1,128,GDPR,8,256,tier1_hospital,1.0,standard,10000
21,clinic_021,5000,tier_2,64,HIPAA,4,64,tier2_hospital,0.935,high,20000
22,research_center_022,10000,tier_3,128,GDPR,8,1024,research_center,0.983,critical,20000
23,mobile_unit_023,1000,tier_1,8,local,2,64,mobile_unit,0.844,high,5000
24,edge_device_024,500,tier_2,4,local,0,8,edge_device,0.868,high,2000
25,hospital_025,10000,tier_1,128,PIPEDA,16,256,tier1_hospital,0.967,standard,10000
26,clinic_026,5000,tier_2,16,GDPR,2,256,tier2_hospital,0.956,standard,10000
27,research_center_027,10000,tier_3,256,PIPEDA,16,256,research_center,0.981,standard,20000
28,mobile_unit_028,500,tier_1,4,PIPEDA,1,32,mobile_unit,0.886,standard,2000
29,edge_device_029,500,tier_2,8,PIPEDA,0,16,edge_device,0.747,critical,500
