node_id,latitude,longitude
0,44.021632,-92.423578
1,39.243494,-76.627369
2,37.486982,-122.139349
3,42.388027,-71.023461
4,34.066005,-118.198505
5,51.478766,-0.10104
6,48.873898,2.348869
7,35.71426,139.672085
8,1.368727,103.864897
9,-33.820918,151.235063
10,44.000091,-92.479247
11,39.289459,-76.639112
12,37.450256,-122.110835
13,42.39032,-71.066134
14,34.077259,-118.211766
15,51.540717,-0.173982
16,48.89437,2.349198
17,35.637731,139.697474
18,1.332822,103.777032
19,-33.837557,151.248684
