node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,8,512,tier1_hospital,0.987,high,50000
1,clinic_001,5000,tier_2,16,GDPR,4,256,tier2_hospital,0.96,critical,20000
2,research_center_002,20000,tier_3,64,GDPR,32,256,research_center,0.995,standard,100000
3,mobile_unit_003,1000,tier_1,4,PIPEDA,2,64,mobile_unit,0.835,high,1000
4,edge_device_004,50,tier_2,8,local,1,32,edge_device,0.846,critical,500
5,hospital_005,10000,tier_1,128,local,4,256,tier1_hospital,0.971,critical,50000
6,clinic_006,5000,tier_2,16,PIPEDA,2,256,tier2_hospital,0.971,critical,5000
7,research_center_007,20000,tier_3,128,HIPAA,32,512,research_center,0.996,critical,20000
8,mobile_unit_008,500,tier_1,16,local,2,64,mobile_unit,0.832,standard,1000
9,edge_device_009,50,tier_2,4,PIPEDA,0,8,edge_device,0.841,standard,2000
10,hospital_010,5000,tier_1,32,HIPAA,8,128,tier1_hospital,0.97,standard,20000
11,clinic_011,5000,tier_2,64,GDPR,8,256,tier2_hospital,0.938,standard,5000
12,research_center_012,20000,tier_3,64,PIPEDA,8,512,research_center,0.98,standard,20000
13,mobile_unit_013,1000,tier_1,16,HIPAA,2,64,mobile_unit,0.789,critical,1000
14,edge_device_014,500,tier_2,2,HIPAA,0,16,edge_device,0.877,high,2000
15,hospital_015,2000,tier_1,32,PIPEDA,8,512,tier1_hospital,0.995,critical,50000
16,clinic_016,1000,tier_2,16,PIPEDA,4,256,tier2_hospital,0.918,high,5000
17,research_center_017,10000,tier_3,256,local,8,256,research_center,0.982,high,50000
18,mobile_unit_018,500,tier_1,8,GDPR,2,32,mobile_unit,0.801,standard,5000
19,edge_device_019,100,tier_2,4,HIPAA,0,16,edge_device,0.835,critical,500
