edge,weight
0-1,105.76
0-2,1038.67
0-3,1119.1
0-4,99.9
0-5,4478.56
0-6,980.34
0-7,5284.01
0-8,2332.64
0-9,1832.03
0-10,1037.55
0-11,1117.51
0-12,5873.99
0-13,1084.75
0-14,536.59
0-15,555.37
0-16,5713.01
0-17,2131.97
0-18,5304.49
0-19,90.33
1-2,530.85
1-3,1746.4
1-4,2131.13
1-5,1810.97
1-6,89.41
1-7,1775.56
1-8,996.31
1-9,83.62
1-10,2031.5
1-11,1681.46
1-12,4830.17
1-13,402.45
1-14,82.9
1-15,1196.99
1-16,1677.66
1-17,869.46
1-18,90.31
1-19,85.6
2-3,2283.22
2-4,1689.9
2-5,1199.94
2-6,2285.1
2-7,1006.13
2-8,116.74
2-9,411.48
2-10,1673.98
2-11,1147.85
2-12,1066.35
2-13,445.89
2-14,1946.97
2-15,1056.22
2-16,5371.01
2-17,1066.19
2-18,1698.68
2-19,1041.79
3-4,4905.91
3-5,890.0
3-6,844.69
3-7,494.28
3-8,1139.03
3-9,4562.39
3-10,2036.43
3-11,471.25
3-12,1031.19
3-13,506.32
3-14,5527.54
3-15,5931.35
3-16,919.79
3-17,1934.96
3-18,113.29
3-19,1052.52
4-5,2036.29
4-6,5278.87
4-7,940.81
4-8,4272.69
4-9,1121.53
4-10,1184.52
4-11,105.73
4-12,91.53
4-13,589.84
4-14,500.49
4-15,86.77
4-16,1773.17
4-17,5273.53
4-18,1725.34
4-19,1889.0
5-6,83.11
5-7,107.83
5-8,5255.02
5-9,567.89
5-10,1178.91
5-11,2078.25
5-12,998.03
5-13,1028.58
5-14,584.45
5-15,109.73
5-16,514.07
5-17,412.14
5-18,1125.61
5-19,92.67
6-7,531.02
6-8,93.19
6-9,514.67
6-10,104.0
6-11,118.4
6-12,4081.42
6-13,5867.34
6-14,4298.55
6-15,4738.77
6-16,499.19
6-17,424.64
6-18,828.57
6-19,5563.6
7-8,536.42
7-9,5723.25
7-10,117.4
7-11,5526.08
7-12,101.62
7-13,118.05
7-14,4765.67
7-15,1039.4
7-16,490.47
7-17,1084.01
7-18,440.53
7-19,565.33
8-9,4206.06
8-10,1639.15
8-11,85.42
8-12,95.33
8-13,498.77
8-14,2101.27
8-15,91.56
8-16,411.54
8-17,115.36
8-18,1971.14
8-19,1705.57
9-10,1091.22
9-11,5299.34
9-12,2148.36
9-13,4239.23
9-14,88.55
9-15,474.63
9-16,4859.33
9-17,2366.31
9-18,105.65
9-19,498.17
10-11,119.64
10-12,817.13
10-13,4393.0
10-14,81.9
10-15,116.0
10-16,1024.08
10-17,2343.95
10-18,970.75
10-19,970.27
11-12,5892.93
11-13,960.38
11-14,5769.78
11-15,403.7
11-16,981.04
11-17,5487.86
11-18,508.44
11-19,1187.19
12-13,450.26
12-14,2118.79
12-15,82.76
12-16,4763.02
12-17,1815.93
12-18,810.94
12-19,114.3
13-14,106.85
13-15,1118.38
13-16,5681.48
13-17,5256.38
13-18,2247.05
13-19,1667.29
14-15,1118.56
14-16,2006.57
14-17,5757.99
14-18,488.92
14-19,5567.25
15-16,824.9
15-17,5923.27
15-18,1648.86
15-19,421.66
16-17,4388.27
16-18,1694.52
16-19,1615.73
17-18,107.47
17-19,116.14
18-19,866.64
