node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,GDPR,8,128,tier1_hospital,0.955,high,20000
1,clinic_001,5000,tier_2,32,GDPR,8,64,tier2_hospital,0.924,critical,10000
2,research_center_002,10000,tier_3,64,HIPAA,16,256,research_center,0.991,standard,50000
3,mobile_unit_003,1000,tier_1,16,HIPAA,2,16,mobile_unit,0.778,critical,1000
4,edge_device_004,500,tier_2,8,HIPAA,1,8,edge_device,0.75,standard,500
5,hospital_005,5000,tier_1,64,GDPR,8,256,tier1_hospital,0.973,standard,50000
6,clinic_006,5000,tier_2,64,PIPEDA,2,64,tier2_hospital,0.934,high,20000
7,research_center_007,20000,tier_3,64,local,16,1024,research_center,0.992,standard,20000
8,mobile_unit_008,100,tier_1,8,GDPR,1,32,mobile_unit,0.862,standard,5000
9,edge_device_009,50,tier_2,8,HIPAA,1,32,edge_device,0.878,high,2000
