node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,international,FedRAMP,Rochester,USA,radiology,1955,research_grant,mayo_clinic,tier1_hospital,north_america,4782,America/Chicago
1,national,HIPAA_compliant,Baltimore,USA,oncology,2001,mixed,johns_hopkins,tier2_hospital,europe,886,America/New_York
2,local,HIPAA_compliant,Palo Alto,USA,cardiology,1989,mixed,stanford_med,research_center,asia_pacific,2787,America/Los_Angeles
3,national,SOC2,Boston,USA,neurology,1997,private,mass_general,mobile_unit,south_america,4364,America/New_York
4,local,HIPAA_compliant,Los Angeles,USA,pathology,1962,mixed,ucla_health,edge_device,africa,2901,America/Los_Angeles
5,international,HIPAA_compliant,London,UK,radiology,2012,mixed,mayo_clinic,tier1_hospital,north_america,4732,Europe/London
6,national,FedRAMP,Paris,France,oncology,2007,public,johns_hopkins,tier2_hospital,europe,888,Europe/Paris
7,national,SOC2,Tokyo,Japan,cardiology,2000,public,stanford_med,research_center,asia_pacific,916,Asia/Tokyo
8,national,SOC2,Singapore,Singapore,neurology,2011,mixed,mass_general,mobile_unit,south_america,4849,Asia/Singapore
9,local,HIPAA_compliant,Sydney,Australia,pathology,1969,private,ucla_health,edge_device,africa,3967,Australia/Sydney
