node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,FedRAMP,radiology,1972,mixed,mayo_clinic,tier1_hospital,471
1,national,HIPAA_compliant,oncology,1976,research_grant,johns_hopkins,tier2_hospital,3057
2,national,FedRAMP,cardiology,2002,public,stanford_med,research_center,3634
3,regional,ISO27001,neurology,1964,research_grant,mass_general,mobile_unit,748
4,national,ISO27001,pathology,1983,research_grant,ucla_health,edge_device,857
5,local,HIPAA_compliant,radiology,1981,private,mayo_clinic,tier1_hospital,4317
6,international,ISO27001,oncology,1996,public,johns_hopkins,tier2_hospital,4248
7,national,ISO27001,cardiology,1998,private,stanford_med,research_center,4791
8,local,HIPAA_compliant,neurology,1999,research_grant,mass_general,mobile_unit,4513
9,national,SOC2,pathology,2018,research_grant,ucla_health,edge_device,3482
10,national,HIPAA_compliant,radiology,1966,private,mayo_clinic,tier1_hospital,376
11,local,SOC2,oncology,1978,mixed,johns_hopkins,tier2_hospital,1216
12,international,FedRAMP,cardiology,2001,private,stanford_med,research_center,931
13,regional,FedRAMP,neurology,1988,private,mass_general,mobile_unit,3684
14,local,FedRAMP,pathology,1950,research_grant,ucla_health,edge_device,3921
