node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.973,critical,10000
1,clinic_001,2000,tier_2,16,PIPEDA,2,64,tier2_hospital,0.959,critical,5000
2,research_center_002,20000,tier_3,128,GDPR,16,512,research_center,0.986,critical,20000
3,mobile_unit_003,100,tier_1,16,GDPR,1,32,mobile_unit,0.837,standard,2000
4,edge_device_004,100,tier_2,8,GDPR,1,8,edge_device,0.8,high,500
5,hospital_005,2000,tier_1,32,PIPEDA,4,128,tier1_hospital,0.963,high,20000
6,clinic_006,5000,tier_2,64,HIPAA,4,128,tier2_hospital,0.956,critical,10000
7,research_center_007,5000,tier_3,256,local,32,256,research_center,0.99,critical,100000
8,mobile_unit_008,100,tier_1,16,PIPEDA,2,32,mobile_unit,0.797,critical,2000
9,edge_device_009,50,tier_2,4,HIPAA,0,8,edge_device,0.803,standard,2000
10,hospital_010,5000,tier_1,64,PIPEDA,16,512,tier1_hospital,0.969,critical,50000
11,clinic_011,2000,tier_2,16,local,4,256,tier2_hospital,0.98,critical,10000
12,research_center_012,5000,tier_3,128,HIPAA,32,256,research_center,0.992,high,50000
13,mobile_unit_013,100,tier_1,16,HIPAA,1,64,mobile_unit,0.757,standard,5000
14,edge_device_014,500,tier_2,2,GDPR,0,32,edge_device,0.772,standard,1000
15,hospital_015,5000,tier_1,64,local,8,128,tier1_hospital,0.979,standard,50000
16,clinic_016,5000,tier_2,64,local,2,128,tier2_hospital,0.932,critical,5000
17,research_center_017,20000,tier_3,256,HIPAA,16,1024,research_center,0.992,critical,50000
18,mobile_unit_018,500,tier_1,8,GDPR,2,32,mobile_unit,0.876,critical,1000
19,edge_device_019,50,tier_2,8,local,0,16,edge_device,0.847,high,1000
