timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753381429.9287724,1,5,"[1, 3, 2, 4]",4,0.8,0.8,"{1: 1.0, 3: 1.0, 2: 1.0, 4: 1.0}",,,
1753381463.3230097,2,5,"[3, 0, 2, 1]",4,0.8,0.8,"{3: 1.0, 0: 1.0, 2: 1.0, 1: 1.0}",,,
1753381494.4209638,3,5,"[4, 3, 0, 1]",4,0.8,0.8,"{4: 1.0, 3: 1.0, 0: 1.0, 1: 1.0}",,,
1753381503.5301707,4,5,"[2, 4, 0, 1]",4,0.8,0.8,"{2: 1.0, 4: 1.0, 0: 1.0, 1: 1.0}",,,
1753381512.5938947,5,5,"[0, 2, 4, 1]",4,0.8,0.8,"{0: 1.0, 2: 1.0, 4: 1.0, 1: 1.0}",,,
1753381521.9508786,6,5,"[0, 3, 4, 1]",4,0.8,0.8,"{0: 1.0, 3: 1.0, 4: 1.0, 1: 1.0}",,,
1753381531.3537118,7,5,"[2, 1, 4, 0]",4,0.8,0.8,"{2: 1.0, 1: 1.0, 4: 1.0, 0: 1.0}",,,
1753381540.8272278,8,5,"[1, 0, 3, 2]",4,0.8,0.8,"{1: 1.0, 0: 1.0, 3: 1.0, 2: 1.0}",,,
1753381550.3737977,9,5,"[4, 2, 0, 3]",4,0.8,0.8,"{4: 1.0, 2: 1.0, 0: 1.0, 3: 1.0}",,,
1753381559.9647655,10,5,"[1, 4, 0, 3]",4,0.8,0.8,"{1: 1.0, 4: 1.0, 0: 1.0, 3: 1.0}",,,
