node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,PIPEDA,8,512,tier1_hospital,0.967,critical,10000
1,clinic_001,2000,tier_2,16,PIPEDA,2,256,tier2_hospital,0.978,critical,5000
2,research_center_002,20000,tier_3,128,local,8,1024,research_center,0.987,standard,20000
3,mobile_unit_003,500,tier_1,4,PIPEDA,2,32,mobile_unit,0.774,critical,1000
4,edge_device_004,100,tier_2,2,PIPEDA,0,8,edge_device,0.804,critical,1000
5,hospital_005,10000,tier_1,128,local,4,128,tier1_hospital,0.994,standard,50000
6,clinic_006,5000,tier_2,16,local,2,128,tier2_hospital,0.93,high,20000
7,research_center_007,5000,tier_3,256,local,8,1024,research_center,0.996,standard,100000
8,mobile_unit_008,100,tier_1,4,local,2,16,mobile_unit,0.847,critical,5000
9,edge_device_009,500,tier_2,2,GDPR,0,16,edge_device,0.883,high,1000
10,hospital_010,10000,tier_1,32,HIPAA,4,512,tier1_hospital,0.958,standard,50000
11,clinic_011,2000,tier_2,16,HIPAA,8,64,tier2_hospital,0.913,high,20000
12,research_center_012,10000,tier_3,256,HIPAA,16,256,research_center,0.99,high,100000
13,mobile_unit_013,100,tier_1,8,PIPEDA,2,64,mobile_unit,0.795,standard,1000
14,edge_device_014,100,tier_2,2,local,1,8,edge_device,0.893,high,1000
15,hospital_015,10000,tier_1,128,GDPR,8,128,tier1_hospital,0.974,high,20000
16,clinic_016,2000,tier_2,16,GDPR,8,64,tier2_hospital,0.962,standard,5000
17,research_center_017,5000,tier_3,256,local,32,1024,research_center,1.0,critical,50000
18,mobile_unit_018,1000,tier_1,8,PIPEDA,1,32,mobile_unit,0.867,standard,1000
19,edge_device_019,500,tier_2,4,HIPAA,0,32,edge_device,0.769,high,500
20,hospital_020,2000,tier_1,128,PIPEDA,8,256,tier1_hospital,0.972,critical,50000
21,clinic_021,2000,tier_2,32,GDPR,2,64,tier2_hospital,0.938,standard,5000
22,research_center_022,10000,tier_3,128,GDPR,8,1024,research_center,0.989,critical,50000
23,mobile_unit_023,500,tier_1,16,GDPR,1,64,mobile_unit,0.757,high,5000
24,edge_device_024,100,tier_2,2,GDPR,0,8,edge_device,0.838,critical,500
25,hospital_025,5000,tier_1,64,HIPAA,8,256,tier1_hospital,0.963,standard,10000
26,clinic_026,1000,tier_2,64,HIPAA,8,128,tier2_hospital,0.94,standard,5000
27,research_center_027,20000,tier_3,128,HIPAA,8,1024,research_center,0.987,high,20000
28,mobile_unit_028,1000,tier_1,4,HIPAA,2,16,mobile_unit,0.882,standard,2000
29,edge_device_029,500,tier_2,2,GDPR,0,16,edge_device,0.709,standard,500
