node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,HIPAA,16,128,tier1_hospital,0.997,high,10000
1,clinic_001,1000,tier_2,32,GDPR,8,128,tier2_hospital,0.957,high,10000
2,research_center_002,5000,tier_3,128,PIPEDA,32,1024,research_center,0.985,standard,20000
3,mobile_unit_003,1000,tier_1,16,GDPR,1,64,mobile_unit,0.826,critical,1000
4,edge_device_004,500,tier_2,8,GDPR,0,8,edge_device,0.855,high,500
5,hospital_005,2000,tier_1,64,PIPEDA,8,512,tier1_hospital,0.993,standard,50000
6,clinic_006,5000,tier_2,64,HIPAA,8,64,tier2_hospital,0.938,critical,5000
7,research_center_007,10000,tier_3,128,PIPEDA,32,1024,research_center,0.992,critical,100000
8,mobile_unit_008,1000,tier_1,16,local,2,16,mobile_unit,0.764,standard,1000
9,edge_device_009,50,tier_2,2,GDPR,0,32,edge_device,0.827,high,1000
