timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753383401.0952597,1,-1,training,30.513240575790405,0,0,0,
1753383436.3757336,2,-1,training,33.336538791656494,0,0,0,
1753383465.4822354,3,-1,training,27.32683229446411,0,0,0,
1753383492.3315313,4,-1,training,24.938804626464844,0,0,0,
1753383500.3853319,5,-1,training,5.998087167739868,0,0,0,
1753383508.2298088,6,-1,training,5.93195915222168,0,0,0,
1753383516.1576502,7,-1,training,5.979565143585205,0,0,0,
1753383522.6837268,8,-1,training,4.654839515686035,0,0,0,
1753383546.0659807,9,-1,training,21.512569904327393,0,0,0,
1753383553.142974,10,-1,training,4.988047361373901,0,0,0,
