node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,GDPR,4,256,tier1_hospital,0.98,high,10000
1,clinic_001,2000,tier_2,16,HIPAA,4,128,tier2_hospital,0.918,high,10000
2,research_center_002,5000,tier_3,64,GDPR,16,512,research_center,0.986,critical,50000
3,mobile_unit_003,500,tier_1,8,GDPR,2,16,mobile_unit,0.832,critical,5000
4,edge_device_004,100,tier_2,8,PIPEDA,1,16,edge_device,0.743,high,2000
5,hospital_005,5000,tier_1,32,local,16,128,tier1_hospital,0.995,critical,20000
6,clinic_006,5000,tier_2,64,local,4,64,tier2_hospital,0.909,critical,10000
7,research_center_007,5000,tier_3,128,GDPR,32,256,research_center,0.995,high,20000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,2,32,mobile_unit,0.894,high,1000
9,edge_device_009,100,tier_2,4,GDPR,0,32,edge_device,0.743,standard,500
