round_num,node_0,node_1,node_2,node_3,node_4
1,3.3227698802948,3.3227698802948,3.3227698802948,3.325141668319702,3.3227698802948
2,3.3227698802948,3.3227698802948,3.320359706878662,3.3150317668914795,3.321101427078247
3,3.3450517654418945,3.321718692779541,3.3172385692596436,3.31632661819458,3.3193886280059814
4,3.326906442642212,3.3396570682525635,3.3181941509246826,3.317525625228882,3.3209750652313232
5,3.3266725540161133,3.327256441116333,3.3204243183135986,3.319084644317627,3.355222702026367
6,3.3288094997406006,3.3272790908813477,3.322129726409912,3.328420877456665,3.3347232341766357
7,3.3383326530456543,3.326140880584717,3.3258376121520996,3.3295176029205322,3.3298256397247314
8,3.3471453189849854,3.3277804851531982,3.327854633331299,3.329120397567749,3.3296425342559814
9,3.335413694381714,3.3309402465820312,3.32938289642334,3.3292901515960693,3.3310763835906982
10,3.3322088718414307,3.331066608428955,3.3279130458831787,3.3292396068573,3.330545663833618
