node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,GDPR,16,128,tier1_hospital,0.992,standard,20000
1,clinic_001,1000,tier_2,16,GDPR,8,64,tier2_hospital,0.927,critical,5000
2,research_center_002,5000,tier_3,256,local,32,256,research_center,0.991,high,100000
3,mobile_unit_003,500,tier_1,8,PIPEDA,1,32,mobile_unit,0.768,standard,5000
4,edge_device_004,50,tier_2,2,local,0,32,edge_device,0.73,high,2000
5,hospital_005,2000,tier_1,128,HIPAA,16,128,tier1_hospital,0.996,critical,20000
6,clinic_006,5000,tier_2,32,local,2,128,tier2_hospital,0.932,critical,20000
7,research_center_007,10000,tier_3,64,local,8,1024,research_center,0.991,standard,50000
8,mobile_unit_008,1000,tier_1,16,PIPEDA,2,32,mobile_unit,0.805,high,1000
9,edge_device_009,50,tier_2,2,GDPR,1,16,edge_device,0.806,high,1000
10,hospital_010,5000,tier_1,128,local,16,512,tier1_hospital,0.998,high,50000
11,clinic_011,5000,tier_2,16,PIPEDA,2,256,tier2_hospital,0.974,standard,10000
12,research_center_012,5000,tier_3,256,local,16,256,research_center,0.998,high,50000
13,mobile_unit_013,100,tier_1,8,PIPEDA,1,32,mobile_unit,0.797,high,2000
14,edge_device_014,50,tier_2,2,local,0,32,edge_device,0.869,standard,1000
