node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,PIPEDA,16,256,tier1_hospital,0.963,critical,10000
1,clinic_001,1000,tier_2,32,HIPAA,4,64,tier2_hospital,0.916,critical,10000
2,research_center_002,10000,tier_3,256,HIPAA,16,512,research_center,0.981,standard,100000
3,mobile_unit_003,100,tier_1,16,PIPEDA,2,32,mobile_unit,0.845,high,1000
4,edge_device_004,500,tier_2,2,HIPAA,0,8,edge_device,0.878,standard,500
5,hospital_005,2000,tier_1,64,GDPR,16,256,tier1_hospital,0.993,standard,10000
6,clinic_006,2000,tier_2,16,GDPR,8,64,tier2_hospital,0.916,critical,10000
7,research_center_007,20000,tier_3,256,PIPEDA,32,1024,research_center,0.993,critical,20000
8,mobile_unit_008,500,tier_1,8,local,1,16,mobile_unit,0.893,critical,1000
9,edge_device_009,50,tier_2,8,PIPEDA,1,32,edge_device,0.789,high,500
