node_id,latitude,longitude
0,44.060385,-92.484762
1,39.319552,-76.654116
2,37.428832,-122.189364
3,42.363524,-71.065683
4,34.09838,-118.287623
5,51.492529,-0.160974
6,48.86149,2.317358
7,35.627215,139.605738
8,1.337079,103.851284
9,-33.903581,151.214378
10,44.043546,-92.438664
11,39.329716,-76.628621
12,37.459077,-122.093513
13,42.386903,-71.059636
14,34.054344,-118.206401
15,51.488912,-0.102206
16,48.821196,2.379652
17,35.63103,139.694082
18,1.379553,103.860021
19,-33.85991,151.246521
