node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,local,4,512,tier1_hospital,0.955,high,50000
1,clinic_001,1000,tier_2,16,GDPR,2,64,tier2_hospital,0.922,critical,20000
2,research_center_002,5000,tier_3,128,local,8,256,research_center,0.988,standard,50000
3,mobile_unit_003,1000,tier_1,16,PIPEDA,1,16,mobile_unit,0.764,high,5000
4,edge_device_004,500,tier_2,4,HIPAA,1,32,edge_device,0.751,high,500
5,hospital_005,5000,tier_1,128,PIPEDA,4,128,tier1_hospital,0.952,high,10000
6,clinic_006,1000,tier_2,64,PIPEDA,8,64,tier2_hospital,0.979,critical,20000
7,research_center_007,20000,tier_3,256,HIPAA,32,1024,research_center,0.992,high,100000
8,mobile_unit_008,100,tier_1,4,GDPR,2,64,mobile_unit,0.771,critical,2000
9,edge_device_009,50,tier_2,4,HIPAA,1,32,edge_device,0.879,standard,2000
10,hospital_010,5000,tier_1,128,GDPR,4,512,tier1_hospital,0.953,high,10000
11,clinic_011,2000,tier_2,32,local,8,256,tier2_hospital,0.96,critical,5000
12,research_center_012,20000,tier_3,128,GDPR,8,1024,research_center,0.991,standard,20000
13,mobile_unit_013,500,tier_1,8,local,2,16,mobile_unit,0.862,critical,1000
14,edge_device_014,100,tier_2,8,PIPEDA,1,8,edge_device,0.899,standard,2000
15,hospital_015,2000,tier_1,64,PIPEDA,16,256,tier1_hospital,0.977,critical,50000
16,clinic_016,2000,tier_2,16,GDPR,8,128,tier2_hospital,0.944,high,10000
17,research_center_017,10000,tier_3,256,HIPAA,16,512,research_center,0.993,critical,50000
18,mobile_unit_018,100,tier_1,8,GDPR,1,16,mobile_unit,0.898,critical,5000
19,edge_device_019,100,tier_2,2,GDPR,1,32,edge_device,0.794,standard,1000
