edge,weight
0-1,92.82
0-2,2054.54
0-3,1831.66
0-4,100.92
0-5,4648.26
0-6,4424.39
0-7,402.02
0-8,4310.13
0-9,479.49
1-2,929.22
1-3,808.58
1-4,423.85
1-5,1158.92
1-6,562.02
1-7,5029.05
1-8,5758.27
1-9,4888.73
2-3,1842.02
2-4,1194.39
2-5,4679.71
2-6,854.84
2-7,81.88
2-8,449.36
2-9,961.57
3-4,1675.29
3-5,5603.44
3-6,526.61
3-7,463.56
3-8,455.99
3-9,570.4
4-5,1059.32
4-6,5608.99
4-7,532.94
4-8,1107.39
4-9,860.09
5-6,429.66
5-7,1017.48
5-8,836.62
5-9,110.2
6-7,88.47
6-8,83.73
6-9,4938.71
7-8,102.74
7-9,4522.16
8-9,1877.91
