accuracy,active_nodes,actual_client_rate,actual_data_rate,aggregator_node,avg_bandwidth_mbps,batches_processed,client_sampling_rate,communication_savings_percent,computation_type,current_epoch,data_sampling_rates,epochs_completed,event_type,loss,metrics,network_density,node_id,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_sampled_clients,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,resource_efficiency_score,round_completion_time,round_num,sampled_clients,sampled_clients_count,sampled_data_points,samples_processed,source_nodes,step_name,strategy_name,target_nodes,throughput_samples_per_sec,time_per_client,time_taken,timestamp,topology_type,total_clients,total_clients_involved,total_communication_bytes,total_computation_time,total_cpu_cores,total_data_points,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,,,3745.0,,,,,,,,NetworkStructureEvent,,,0.10526315789473684,,"{'tier1_hospital': 4, 'tier2_hospital': 4, 'research_center': 4, 'mobile_unit': 4, 'edge_device': 4}",,20,,,,,,5,,,,,,0,,,,,,network_structure,,,,,,1753385756.8333392,ring,,,,,1168,,20,,184,4360,
,,,,,,,,,,,,,InitialStateEvent,,,,,,,20,,,,,,,,,,,,0,,,,,,initial_state,,,,,,1753385756.8335786,ring,,,,,,,,,,,
0.1077,,,,,,,,,,,,,EvaluationEvent,2.3624381999969484,"{'loss': 2.3624381999969484, 'accuracy': 0.1077}",,,,,,,,,,,,,,,,,0,,,,,,evaluation,,,,,,1753385762.8221805,,,,,,,,,,,,
,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",,,,,,,,,,,,LocalTrainingEvent,,{},,,,20,,,,,,,,,,,,,1,,,,,,local_training,,,,,,1753385762.8223794,,,,,,,,,3,,,
,,0.2,,,,,0.2,,,,"{13: 1.0, 19: 1.0, 6: 1.0, 12: 1.0}",,SamplingEvent,,,,,,,,,4,,,,,,,,,,1,"[13, 19, 6, 12]",,,,,resource_sampling,,,,,,1753385762.822604,,20,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,1,,,,0,,resource_computation_time,,,,,23.540504217147827,1753385786.3629708,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{0: {'norm': 3.3196048736572266, 'mean': 0.0025442412588745356, 'std': 0.11290659755468369}}",,,,1,,,,,0,parameter_transfer,,"19,1",,,,1753385786.6657877,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{1: {'norm': 3.3196048736572266, 'mean': 0.0025442412588745356, 'std': 0.11290659755468369}}",,,,1,,,,,1,parameter_transfer,,"0,2",,,,1753385786.6658635,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{2: {'norm': 3.3196048736572266, 'mean': 0.0025442412588745356, 'std': 0.11290659755468369}}",,,,1,,,,,2,parameter_transfer,,"1,3",,,,1753385786.665895,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{3: {'norm': 3.3196048736572266, 'mean': 0.0025442412588745356, 'std': 0.11290659755468369}}",,,,1,,,,,3,parameter_transfer,,"2,4",,,,1753385786.6659224,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{4: {'norm': 3.3196048736572266, 'mean': 0.0025442412588745356, 'std': 0.11290659755468369}}",,,,1,,,,,4,parameter_transfer,,"3,5",,,,1753385786.6660628,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{5: {'norm': 3.3196048736572266, 'mean': 0.0025442412588745356, 'std': 0.11290659755468369}}",,,,1,,,,,5,parameter_transfer,,"4,6",,,,1753385786.6661448,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{6: {'norm': 3.347660779953003, 'mean': 0.002083564642816782, 'std': 0.11387067288160324}}",,,,1,,,,,6,parameter_transfer,,"5,7",,,,1753385786.6661735,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{7: {'norm': 3.3196048736572266, 'mean': 0.0025442412588745356, 'std': 0.11290659755468369}}",,,,1,,,,,7,parameter_transfer,,"6,8",,,,1753385786.6662,,,,,,,,,,,,
