node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,local,8,256,tier1_hospital,0.983,critical,20000
1,clinic_001,1000,tier_2,32,PIPEDA,2,128,tier2_hospital,0.979,high,20000
2,research_center_002,5000,tier_3,256,local,32,512,research_center,0.986,high,20000
3,mobile_unit_003,100,tier_1,4,HIPAA,1,32,mobile_unit,0.808,high,2000
4,edge_device_004,50,tier_2,2,HIPAA,1,16,edge_device,0.839,high,500
5,hospital_005,10000,tier_1,32,local,8,128,tier1_hospital,0.966,critical,20000
6,clinic_006,1000,tier_2,16,PIPEDA,4,256,tier2_hospital,0.964,standard,5000
7,research_center_007,20000,tier_3,256,HIPAA,32,1024,research_center,0.982,high,50000
8,mobile_unit_008,100,tier_1,4,PIPEDA,1,16,mobile_unit,0.818,standard,1000
9,edge_device_009,50,tier_2,2,GDPR,1,32,edge_device,0.802,high,2000
10,hospital_010,5000,tier_1,32,HIPAA,8,128,tier1_hospital,0.977,critical,20000
11,clinic_011,1000,tier_2,64,PIPEDA,2,64,tier2_hospital,0.96,high,5000
12,research_center_012,10000,tier_3,64,GDPR,32,1024,research_center,0.987,high,50000
13,mobile_unit_013,1000,tier_1,4,PIPEDA,1,16,mobile_unit,0.77,high,2000
14,edge_device_014,100,tier_2,4,local,1,8,edge_device,0.818,critical,500
15,hospital_015,2000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.978,standard,20000
16,clinic_016,2000,tier_2,32,GDPR,8,256,tier2_hospital,0.94,standard,20000
17,research_center_017,5000,tier_3,256,PIPEDA,32,256,research_center,0.981,high,20000
18,mobile_unit_018,1000,tier_1,8,local,2,64,mobile_unit,0.867,standard,1000
19,edge_device_019,500,tier_2,4,GDPR,0,16,edge_device,0.714,standard,2000
