edge,weight
0-1,877.87
0-2,88.6
0-3,2250.38
0-4,482.92
0-5,527.73
0-6,116.63
0-7,827.27
0-8,1165.43
0-9,530.74
1-2,4320.1
1-3,101.03
1-4,4744.65
1-5,529.36
1-6,590.41
1-7,1018.59
1-8,106.18
1-9,4686.13
2-3,427.42
2-4,107.88
2-5,5779.31
2-6,2121.77
2-7,5626.66
2-8,881.78
2-9,5259.67
3-4,531.39
3-5,447.5
3-6,897.03
3-7,5282.66
3-8,117.59
3-9,811.32
4-5,910.88
4-6,5065.9
4-7,452.19
4-8,490.67
4-9,80.56
5-6,5622.41
5-7,852.72
5-8,2035.22
5-9,83.54
6-7,5115.98
6-8,4158.54
6-9,5577.88
7-8,498.04
7-9,2384.51
8-9,853.06
