node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,GDPR,4,128,tier1_hospital,0.966,standard,20000
1,clinic_001,5000,tier_2,16,GDPR,4,256,tier2_hospital,0.913,critical,20000
2,research_center_002,10000,tier_3,128,GDPR,32,512,research_center,0.981,high,100000
3,mobile_unit_003,1000,tier_1,16,GDPR,1,64,mobile_unit,0.767,high,5000
4,edge_device_004,100,tier_2,4,GDPR,1,32,edge_device,0.826,high,1000
5,hospital_005,5000,tier_1,128,PIPEDA,8,128,tier1_hospital,0.967,high,50000
6,clinic_006,5000,tier_2,64,local,4,64,tier2_hospital,0.901,critical,20000
7,research_center_007,20000,tier_3,64,HIPAA,8,512,research_center,0.985,critical,100000
8,mobile_unit_008,100,tier_1,16,local,1,64,mobile_unit,0.763,high,1000
9,edge_device_009,100,tier_2,4,local,0,32,edge_device,0.872,critical,1000
10,hospital_010,10000,tier_1,128,PIPEDA,4,512,tier1_hospital,0.986,standard,20000
11,clinic_011,5000,tier_2,32,PIPEDA,4,64,tier2_hospital,0.908,standard,20000
12,research_center_012,5000,tier_3,256,local,32,256,research_center,0.985,high,50000
13,mobile_unit_013,500,tier_1,4,HIPAA,2,32,mobile_unit,0.802,standard,2000
14,edge_device_014,50,tier_2,4,PIPEDA,0,8,edge_device,0.716,high,1000
15,hospital_015,2000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.954,standard,50000
16,clinic_016,1000,tier_2,32,GDPR,2,256,tier2_hospital,0.966,high,5000
17,research_center_017,10000,tier_3,64,HIPAA,16,1024,research_center,0.997,high,20000
18,mobile_unit_018,1000,tier_1,16,HIPAA,1,64,mobile_unit,0.77,high,2000
19,edge_device_019,50,tier_2,8,GDPR,1,16,edge_device,0.817,high,2000
20,hospital_020,10000,tier_1,64,PIPEDA,8,512,tier1_hospital,0.972,standard,20000
21,clinic_021,5000,tier_2,32,local,4,64,tier2_hospital,0.922,critical,5000
22,research_center_022,10000,tier_3,128,HIPAA,16,256,research_center,0.999,high,100000
23,mobile_unit_023,1000,tier_1,16,GDPR,2,16,mobile_unit,0.871,standard,1000
24,edge_device_024,100,tier_2,4,GDPR,1,8,edge_device,0.811,standard,500
