edge,weight
0-1,4460.4
0-2,521.19
0-3,118.36
0-4,1092.92
0-5,454.75
0-6,83.18
0-7,1886.99
0-8,853.5
0-9,1918.66
1-2,404.67
1-3,5534.91
1-4,1116.72
1-5,470.38
1-6,1194.21
1-7,87.35
1-8,4864.37
1-9,534.95
2-3,496.47
2-4,449.91
2-5,502.7
2-6,4229.4
2-7,583.55
2-8,907.88
2-9,1873.78
3-4,559.44
3-5,2380.25
3-6,2185.83
3-7,515.57
3-8,991.28
3-9,1115.71
4-5,4256.57
4-6,1732.17
4-7,5536.85
4-8,586.95
4-9,2178.03
5-6,4466.31
5-7,91.95
5-8,468.43
5-9,2210.32
6-7,99.33
6-8,829.93
6-9,4729.32
7-8,5011.21
7-9,929.48
8-9,90.97
