node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,national,SOC2,Rochester,USA,radiology,1964,private,mayo_clinic,tier1_hospital,north_america,3502,America/Chicago
1,international,HIPAA_compliant,Baltimore,USA,oncology,2015,private,johns_hopkins,tier2_hospital,europe,2021,America/New_York
2,national,HIPAA_compliant,Palo Alto,USA,cardiology,1985,research_grant,stanford_med,research_center,asia_pacific,3515,America/Los_Angeles
3,international,FedRAMP,Boston,USA,neurology,2013,mixed,mass_general,mobile_unit,south_america,868,America/New_York
4,national,HIPAA_compliant,Los Angeles,USA,pathology,2009,private,ucla_health,edge_device,africa,1224,America/Los_Angeles
5,regional,HIPAA_compliant,London,UK,radiology,1988,research_grant,mayo_clinic,tier1_hospital,north_america,691,Europe/London
6,international,FedRAMP,Paris,France,oncology,1965,research_grant,johns_hopkins,tier2_hospital,europe,1625,Europe/Paris
7,national,FedRAMP,Tokyo,Japan,cardiology,1958,private,stanford_med,research_center,asia_pacific,1156,Asia/Tokyo
8,international,FedRAMP,Singapore,Singapore,neurology,1950,private,mass_general,mobile_unit,south_america,2069,Asia/Singapore
9,international,SOC2,Sydney,Australia,pathology,1978,research_grant,ucla_health,edge_device,africa,3167,Australia/Sydney
