edge,weight
0-1,1918.24
0-2,5527.95
0-3,833.72
0-4,931.82
0-5,5059.95
0-6,1124.27
0-7,518.04
0-8,841.32
0-9,107.88
1-2,1866.51
1-3,524.05
1-4,2103.15
1-5,100.19
1-6,576.84
1-7,429.6
1-8,2186.97
1-9,526.33
2-3,1754.22
2-4,90.36
2-5,1600.6
2-6,2227.37
2-7,98.39
2-8,100.28
2-9,5401.82
3-4,1709.5
3-5,1143.06
3-6,525.85
3-7,107.27
3-8,97.64
3-9,1722.45
4-5,425.46
4-6,5406.54
4-7,1071.4
4-8,541.69
4-9,4738.18
5-6,2186.0
5-7,89.25
5-8,580.02
5-9,1147.83
6-7,1144.97
6-8,5564.63
6-9,99.45
7-8,1768.97
7-9,111.72
8-9,510.34
