edge,weight
0-1,1825.45
0-2,971.61
0-3,595.98
0-4,1081.82
0-5,4870.02
0-6,92.7
0-7,4749.78
0-8,4690.03
0-9,105.76
0-10,4711.11
0-11,437.17
0-12,566.58
0-13,5758.21
0-14,4146.52
1-2,115.85
1-3,1079.83
1-4,95.37
1-5,902.06
1-6,5056.09
1-7,1607.46
1-8,557.33
1-9,1114.82
1-10,588.76
1-11,481.88
1-12,1187.8
1-13,539.91
1-14,1000.53
2-3,5927.23
2-4,90.44
2-5,411.71
2-6,83.0
2-7,1015.28
2-8,827.41
2-9,85.9
2-10,109.08
2-11,4918.42
2-12,103.17
2-13,514.7
2-14,502.38
3-4,93.16
3-5,421.81
3-6,943.2
3-7,4360.75
3-8,1186.34
3-9,1178.65
3-10,562.29
3-11,544.14
3-12,413.21
3-13,947.56
3-14,103.66
4-5,4770.17
4-6,443.23
4-7,1947.65
4-8,106.02
4-9,1152.34
4-10,1729.1
4-11,926.2
4-12,83.84
4-13,5191.45
4-14,2064.24
5-6,88.44
5-7,506.15
5-8,921.79
5-9,86.21
5-10,2050.84
5-11,4430.27
5-12,4941.86
5-13,547.74
5-14,5280.31
6-7,997.33
6-8,4262.13
6-9,80.55
6-10,1181.42
6-11,5360.76
6-12,814.21
6-13,453.27
6-14,4109.84
7-8,2049.67
7-9,1610.55
7-10,98.26
7-11,472.41
7-12,970.55
7-13,2244.69
7-14,584.57
8-9,99.88
8-10,1846.96
8-11,102.86
8-12,4092.67
8-13,539.2
8-14,1601.58
9-10,100.79
9-11,438.54
9-12,4096.53
9-13,2339.51
9-14,829.72
10-11,547.3
10-12,595.41
10-13,5500.49
10-14,97.57
11-12,88.51
11-13,5642.32
11-14,89.91
12-13,542.36
12-14,417.05
13-14,556.51
