node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,GDPR,4,256,tier1_hospital,0.998,critical,10000
1,clinic_001,1000,tier_2,64,PIPEDA,2,256,tier2_hospital,0.915,high,10000
2,research_center_002,20000,tier_3,256,local,16,256,research_center,0.996,standard,20000
3,mobile_unit_003,100,tier_1,4,GDPR,1,32,mobile_unit,0.826,high,1000
4,edge_device_004,500,tier_2,8,local,0,8,edge_device,0.734,standard,1000
5,hospital_005,2000,tier_1,32,PIPEDA,16,256,tier1_hospital,0.992,high,50000
6,clinic_006,5000,tier_2,64,GDPR,2,256,tier2_hospital,0.901,critical,5000
7,research_center_007,10000,tier_3,256,HIPAA,16,512,research_center,0.98,standard,20000
8,mobile_unit_008,100,tier_1,4,GDPR,2,64,mobile_unit,0.781,critical,1000
9,edge_device_009,100,tier_2,2,GDPR,0,16,edge_device,0.759,standard,2000
